Idren	Year	GIC	Weigth	Sex	Mode	Age2+	Age4+	Age	Info	Status	Type	Count
D4Mx3276	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3277	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3283	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3284	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3286	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3287	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3288	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3289	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3292	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3299	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3300	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3301	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3302	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3303	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3306	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3307	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3308	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3313	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3314	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3325	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3326	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3329	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3334	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3645	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3647	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3648	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3649	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3650	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3654	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3655	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3665	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3666	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3669	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3670	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3671	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3672	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3673	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3674	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3675	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3680	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3681	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3682	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3684	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3687	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3688	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3691	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3692	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3695	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3696	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3700	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3701	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3702	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3705	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3706	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3708	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3709	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3710	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3720	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3739	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3742	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3743	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3756	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4Mx3757	4	D	NA	M	D	0	0	0	NA	NA	NA	NA
D4M1752	4	D	5,2	M	C	0	0	0	NA	NA	NA	NA
D4M1754	4	D	4,6	M	C	0	0	0	NA	NA	NA	NA
D4M1755	4	D	6,5	M	C	0	0	0	NA	NA	NA	NA
D4M1756	4	D	6,2	M	C	0	0	0	NA	NA	NA	NA
D4M1757	4	D	5,4	M	C	0	0	0	NA	NA	NA	NA
D4M1763	4	D	7	M	C	0	0	0	NA	NA	NA	NA
D4M1766	4	D	8,5	M	C	0	0	0	NA	NA	NA	NA
D4M1769	4	D	6	M	C	0	0	0	NA	NA	NA	NA
D4M1771	4	D	7	M	C	0	0	0	NA	NA	NA	NA
D4M1778	4	D	7	M	C	0	0	0	NA	NA	NA	NA
D4M1779	4	D	6,5	M	C	0	0	0	NA	NA	NA	NA
D4M1782	4	D	7	M	C	0	0	0	NA	NA	NA	NA
D4M1783	4	D	7	M	C	0	0	0	NA	NA	NA	NA
D4M1794	4	D	NA	M	C	0	0	0	NA	NA	NA	NA
D4M1797	4	D	NA	M	C	0	0	0	NA	NA	NA	NA
D4M1804	4	D	6,5	M	C	0	0	0	NA	NA	NA	NA
D4M1807	4	D	7,6	M	P	0	0	0	NA	NA	NA	NA
D4M1812	4	D	7,6	M	C	0	0	0	NA	NA	NA	NA
D4M1813	4	D	7	M	C	0	0	0	NA	NA	NA	NA
D4M1815	4	D	7	M	C	0	0	0	NA	NA	NA	NA
D4M1816	4	D	6,5	M	C	0	0	0	NA	NA	NA	NA
D4M1817	4	D	7,8	M	C	0	0	0	NA	NA	NA	NA
D4M1818	4	D	7	M	C	0	0	0	NA	NA	NA	NA
D4M1819	4	D	8	M	C	0	0	0	NA	NA	NA	NA
D4M1820	4	D	6,1	M	P	0	0	0	NA	NA	NA	NA
D4M1821	4	D	7,4	M	C	0	0	0	NA	NA	NA	NA
D4M1828	4	D	6,5	M	P	0	0	0	NA	NA	NA	NA
D4M1829	4	D	8	M	P	0	0	0	NA	NA	NA	NA
D4M1836	4	D	5,7	M	R	0	0	0	NA	NA	NA	NA
D4M1826	4	D	8,4	M	P	0	0	0	NA	NA	NA	NA
D4M1848	4	D	6,9	M	C	0	0	0	NA	NA	NA	NA
D4M1849	4	D	7,4	M	C	0	0	0	NA	NA	NA	NA
D4M1855	4	D	6,7	M	C	0	0	0	NA	NA	NA	NA
D4M1830	4	D	7	M	P	0	0	0	NA	NA	NA	NA
D4M1846	4	D	7	M	P	0	0	0	NA	NA	NA	NA
D4M1847	4	D	7,2	M	C	0	0	0	NA	NA	NA	NA
D4M1868	4	D	5,3	M	P	0	0	0	NA	NA	NA	NA
D4M1872	4	D	6,2	M	P	0	0	0	NA	NA	NA	NA
D4M1873	4	D	6,2	M	C	0	0	0	NA	NA	NA	NA
D4M1882	4	D	8,4	M	P	0	0	0	NA	NA	NA	NA
D4M1883	4	D	6,2	M	P	0	0	0	NA	NA	NA	NA
D4M1874	4	D	6,5	M	P	0	0	0	NA	NA	NA	NA
D4M1896	4	D	8,3	M	C	0	0	0	NA	NA	NA	NA
D4M1899	4	D	6,3	M	C	0	0	0	NA	NA	NA	NA
D4M1900	4	D	6,2	M	P	0	0	0	NA	NA	NA	NA
D4M1567	4	D	7,5	M	C	1	1	1	NA	NA	NA	NA
D4M1569	4	D	6,3	M	C	1	1	1	NA	NA	NA	NA
D4M1573	4	D	6,7	M	C	1	1	1	NA	NA	NA	NA
D4M1575	4	D	6,5	M	P	1	1	1	NA	NA	NA	NA
D4M1588	4	D	6	M	P	1	1	1	NA	NA	NA	NA
D4M1589	4	D	6,2	M	P	1	1	1	NA	NA	NA	NA
D4M1623	4	D	4,8	M	C	1	1	1	NA	NA	NA	NA
D4M1624	4	D	5,2	M	C	1	1	1	NA	NA	NA	NA
D4M1621	4	D	5,5	M	P	1	1	1	NA	NA	NA	NA
D4M1622	4	D	6,5	M	P	1	1	1	NA	NA	NA	NA
D4M1626	4	D	4,8	M	P	1	1	1	NA	NA	NA	NA
D4M1643	4	D	6,1	M	C	1	1	1	NA	NA	NA	NA
D4M1627	4	D	7,2	M	C	1	1	1	NA	NA	NA	NA
D4M1630	4	D	6,1	M	C	1	1	1	NA	NA	NA	NA
D4M1640	4	D	6,5	M	P	1	1	1	NA	NA	NA	NA
D4M1648	4	D	5,8	M	P	1	1	1	NA	NA	NA	NA
D4M1663	4	D	7,2	M	P	1	1	1	NA	NA	NA	NA
D4M1662	4	D	7	M	P	1	1	1	NA	NA	NA	NA
D4M1664	4	D	5,5	M	C	1	1	1	NA	NA	NA	NA
D4M1672	4	D	6,5	M	P	1	1	1	NA	NA	NA	NA
D4M1677	4	D	5,8	M	C	1	1	1	NA	NA	NA	NA
D4M1673	4	D	6,4	M	P	1	1	1	NA	NA	NA	NA
D4M1681	4	D	5,8	M	C	1	1	1	NA	NA	NA	NA
D4M1678	4	D	5,8	M	P	1	1	1	NA	NA	NA	NA
D4M1704	4	D	7	M	P	1	1	1	NA	NA	NA	NA
D4M1717	4	D	7,3	M	P	1	1	1	NA	NA	NA	NA
D4M1901	4	D	7,8	M	P	1	1	1	NA	NA	NA	NA
D4M1914	4	D	6,9	M	P	1	1	1	NA	NA	NA	NA
D4M1906	4	D	8,4	M	C	1	1	1	NA	NA	NA	NA
D4M1950	4	D	6,8	M	C	1	1	1	NA	NA	NA	NA
D4M1955	4	D	7,3	M	C	1	1	1	NA	NA	NA	NA
D4M1957	4	D	6,8	M	C	1	1	1	NA	NA	NA	NA
D4M1958	4	D	7,5	M	P	1	1	1	NA	NA	NA	NA
D4M1969	4	D	6,9	M	P	1	1	1	NA	NA	NA	NA
D4M1967	4	D	8,6	M	P	1	1	1	NA	NA	NA	NA
D4M1979	4	D	7	M	P	1	1	1	NA	NA	NA	NA
D4M2000	4	D	8	M	C	1	1	1	NA	NA	NA	NA
D4M2001	4	D	7,1	M	C	1	1	1	NA	NA	NA	NA
D4M2008	4	D	7,2	M	P	1	1	1	NA	NA	NA	NA
D4M2010	4	D	6,9	M	P	1	1	1	NA	NA	NA	NA
D4M2020	4	D	7,5	M	P	1	1	1	NA	NA	NA	NA
D4M2012	4	D	7,3	M	P	1	1	1	NA	NA	NA	NA
D4M2033	4	D	6,5	M	P	1	1	1	NA	NA	NA	NA
D4M2022	4	D	5,2	M	P	1	1	1	NA	NA	NA	NA
D4M2034	4	D	6,6	M	P	1	1	1	NA	NA	NA	NA
D4M2024	4	D	5,7	M	P	1	1	1	NA	NA	NA	NA
D4M2028	4	D	6,3	M	P	1	1	1	NA	NA	NA	NA
D4M2029	4	D	6,9	M	P	1	1	1	NA	NA	NA	NA
D4M2050	4	D	6	M	P	1	1	1	NA	NA	NA	NA
D4M2076	4	D	6,8	M	P	1	1	1	NA	NA	NA	NA
D4M2072	4	D	6,3	M	C	1	1	1	NA	NA	NA	NA
D4M2071	4	D	8	M	P	1	1	1	NA	NA	NA	NA
D4M2077	4	D	6,8	M	P	1	1	1	NA	NA	NA	NA
D4M1719	4	D	7,5	M	P	1	1	1	NA	NA	NA	NA
D4M1721	4	D	7,2	M	D	1	1	1	NA	NA	NA	NA
D4M1726	4	D	7,4	M	P	1	1	1	NA	NA	NA	NA
D4M1736	4	D	7,1	M	D	1	1	1	NA	NA	NA	NA
D4M1737	4	D	7,2	M	D	1	1	1	NA	NA	NA	NA
D4M1760	4	D	6,5	M	C	1	1	1	NA	NA	NA	NA
D4M1772	4	D	7	M	C	1	1	1	NA	NA	NA	NA
D4M1780	4	D	7	M	C	1	1	1	NA	NA	NA	NA
D4M1795	4	D	NA	M	C	1	1	1	NA	NA	NA	NA
D4M1792	4	D	NA	M	C	1	1	1	NA	NA	NA	NA
D4M1798	4	D	5	M	C	1	1	1	NA	NA	NA	NA
D4M1801	4	D	8,5	M	C	1	1	1	NA	NA	NA	NA
D4M1811	4	D	7,5	M	C	1	1	1	NA	NA	NA	NA
D4M1823	4	D	7,1	M	C	1	1	1	NA	NA	NA	NA
D4M1850	4	D	6,3	M	C	1	1	1	NA	NA	NA	NA
D4M1852	4	D	5,9	M	C	1	1	1	NA	NA	NA	NA
D4M1853	4	D	8,2	M	C	1	1	1	NA	NA	NA	NA
D4M1889	4	D	7	M	C	1	1	1	NA	NA	NA	NA
D4M2074	4	D	7	M	P	1	1	1	NA	NA	NA	NA
D4M2070	4	D	6,8	M	P	1	1	1	NA	NA	NA	NA
D4M1570	4	D	6,5	M	P	2	2	2	NA	NA	NA	NA
D4M1581	4	D	7,1	M	P	2	2	2	NA	NA	NA	NA
D4M1596	4	D	6,9	M	P	2	2	2	NA	NA	NA	NA
D4M1641	4	D	7	M	P	2	2	2	NA	NA	NA	NA
D4M1628	4	D	7,8	M	C	2	2	2	NA	NA	NA	NA
D4M1637	4	D	7,1	M	C	2	2	2	NA	NA	NA	NA
D4M1665	4	D	6,5	M	P	2	2	2	NA	NA	NA	NA
D4M1694	4	D	6,8	M	C	2	2	2	NA	NA	NA	NA
D4M1695	4	D	6,5	M	P	2	2	2	NA	NA	NA	NA
D4M1711	4	D	6,7	M	P	2	2	2	NA	NA	NA	NA
D4M1722	4	D	6,8	M	P	2	2	2	NA	NA	NA	NA
D4M1761	4	D	7,4	M	C	2	2	2	NA	NA	NA	NA
D4M1762	4	D	6,5	M	C	2	2	2	NA	NA	NA	NA
D4M1777	4	D	9,5	M	C	2	2	2	NA	NA	NA	NA
D4M1790	4	D	NA	M	C	2	2	2	NA	NA	NA	NA
D4M1802	4	D	7,3	M	C	2	2	2	NA	NA	NA	NA
D4M1806	4	D	6,5	M	C	2	2	2	NA	NA	NA	NA
D4M1814	4	D	8,2	M	C	2	2	2	NA	NA	NA	NA
D4M1839	4	D	7,4	M	P	2	2	2	NA	NA	NA	NA
D4M1871	4	D	8	M	P	2	2	2	NA	NA	NA	NA
D4M1890	4	D	8,6	M	C	2	2	2	NA	NA	NA	NA
D4M1905	4	D	5,6	M	P	2	2	2	NA	NA	NA	NA
D4M1956	4	D	6,1	M	C	2	2	2	NA	NA	NA	NA
D4M1983	4	D	8,1	M	P	2	2	2	NA	NA	NA	NA
D4M2009	4	D	8,4	M	P	2	2	2	NA	NA	NA	NA
D4M2049	4	D	7,8	M	P	2	2	2	NA	NA	NA	NA
D4M2069	4	D	7	M	R	2	2	2	NA	NA	NA	NA
D4M1642	4	D	8,9	M	C	2	3	3	NA	NA	NA	NA
D4M1667	4	D	6	M	C	2	3	3	NA	NA	NA	NA
D4M1718	4	D	7	M	P	2	3	3	NA	NA	NA	NA
D4M1982	4	D	6,6	M	P	2	3	3	NA	NA	NA	NA
D4M1631	4	D	8,4	M	C	2	4	4	NA	NA	NA	NA
D4M1964	4	D	7,8	M	C	2	4	4	NA	NA	NA	NA
D4M1965	4	D	6,7	M	P	2	4	4	NA	NA	NA	NA
D4M2032	4	D	7,7	M	P	2	4	4	NA	NA	NA	NA
D4M1746	4	D	5,6	M	P	2	4	6	NA	NA	NA	NA
D4M2035	4	D	6	M	P	2	4	6	NA	NA	NA	NA
D4NIx3242	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3243	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3244	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3245	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3246	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3278	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3279	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3280	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3293	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3294	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3315	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3316	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3318	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3319	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3320	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3321	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3322	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3323	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3324	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3332	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3333	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3643	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3644	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3658	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3659	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3660	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3663	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3689	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3690	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3713	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3714	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3715	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3716	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3719	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3725	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3726	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3727	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3728	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3729	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3730	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3731	4	D	NA	NI	R	0	0	0	NA	NA	NA	NA
D4NIx3732	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3733	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3734	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3735	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3736	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3737	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3738	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3748	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3749	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3750	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3751	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3752	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3753	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3754	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3755	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3762	4	D	NA	NI	C	0	0	0	NA	NA	NA	NA
D4NIx3763	4	D	NA	NI	C	0	0	0	NA	NA	NA	NA
D4NIx3764	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3766	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3767	4	D	NA	NI	D	0	0	0	NA	NA	NA	NA
D4NIx3768	4	D	NA	NI	R	0	0	0	NA	NA	NA	NA
F4Fx3339	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3340	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3341	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3344	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3346	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3348	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3349	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3355	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3356	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3360	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3370	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3371	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3372	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3373	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3376	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3377	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3389	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3390	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3392	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3393	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3400	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3402	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3403	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3404	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3405	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3406	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3407	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3408	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3410	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3411	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3412	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3415	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3416	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3417	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3418	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3434	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3435	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3436	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3437	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3440	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3444	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3445	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3446	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3448	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3450	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3451	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3452	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3461	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3462	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3463	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4Fx3464	4	F	NA	F	D	0	0	0	NA	NA	NA	NA
F4F1832	4	F	5,9	F	C	0	0	0	1	NR	O	NA
F4F1865	4	F	5,4	F	P	0	0	0	1	NR	O	NA
F4F1864	4	F	6,1	F	P	0	0	0	1	NR	O	NA
F4F1866	4	F	5,8	F	P	0	0	0	1	NR	O	NA
F4F1886	4	F	5,2	F	P	0	0	0	1	NR	O	NA
F4F1894	4	F	6,6	F	C	0	0	0	NA	NA	NA	NA
F4F1862	4	F	5,5	F	P	0	0	0	1	NR	O	NA
F4F1893	4	F	6,3	F	C	0	0	0	NA	NA	NA	NA
F4F1881	4	F	6,6	F	C	0	0	0	1	NR	O	NA
F4F1915	4	F	6,4	F	P	0	0	0	NA	NA	NA	NA
F4F1576	4	F	5	F	P	1	1	1	1	R	PI	NA
F4F1580	4	F	6,1	F	C	1	1	1	1	R	E	6
F4F1610	4	F	4,5	F	P	1	1	1	NA	NA	NA	NA
F4F1611	4	F	5,5	F	P	1	1	1	1	R	PI	NA
F4F1618	4	F	4,5	F	P	1	1	1	1	R	E	5
F4F1614	4	F	6,1	F	P	1	1	1	1	R	E	5
F4F1660	4	F	5,5	F	P	1	1	1	1	R	E	4
F4F1675	4	F	5,5	F	P	1	1	1	1	R	E	5
F4F1683	4	F	5	F	P	1	1	1	1	NR	O	NA
F4F1684	4	F	6,7	F	P	1	1	1	NA	NA	NA	NA
F4F1690	4	F	6,5	F	P	1	1	1	1	R	E	6
F4F1689	4	F	6,7	F	P	1	1	1	1	R	E	5
F4F1691	4	F	5,3	F	P	1	1	1	1	R	E	6
F4F1696	4	F	5,5	F	P	1	1	1	1	R	E	3
F4F1927	4	F	5,6	F	P	1	1	1	1	NR	O	NA
F4F1359bis	4	F	5,9	F	P	1	1	1	1	NR	O	NA
F4F1917	4	F	6	F	P	1	1	1	1	NR	O	NA
F4F1918	4	F	5,5	F	P	1	1	1	1	NR	O	NA
F4F1361bis	4	F	5,3	F	P	1	1	1	1	NR	O	NA
F4F1934	4	F	5	F	P	1	1	1	1	NR	O	NA
F4F1941	4	F	6,5	F	P	1	1	1	1	NR	O	NA
F4F1961	4	F	6	F	P	1	1	1	NA	NA	NA	NA
F4F1981	4	F	6,1	F	P	1	1	1	1	NR	O	NA
F4F1984	4	F	5,4	F	C	1	1	1	1	NR	O	NA
F4F1987	4	F	5,3	F	P	1	1	1	1	NR	O	NA
F4F2007	4	F	5,7	F	P	1	1	1	NA	NA	NA	NA
F4F2011	4	F	6,1	F	C	1	1	1	NA	NA	NA	NA
F4F2045	4	F	5,8	F	P	1	1	1	NA	NA	NA	NA
F4F2044	4	F	4,2	F	P	1	1	1	NA	NA	NA	NA
F4F2054	4	F	5,6	F	P	1	1	1	NA	NA	NA	NA
F4F2062	4	F	6	F	P	1	1	1	NA	NA	NA	NA
F4F2066	4	F	6,1	F	P	1	1	1	NA	NA	NA	NA
F4F1728	4	F	6,9	F	P	1	1	1	NA	NA	NA	NA
F4F1892	4	F	5,5	F	C	1	1	1	1	R	CP	6
F4F1928	4	F	5,6	F	C	1	1	1	1	R	CP	4
F4F1986	4	F	6,1	F	C	1	1	1	NA	NA	NA	NA
F4F1995	4	F	6,2	F	C	1	1	1	NA	NA	NA	NA
F4F2047	4	F	6,7	F	P	1	1	1	NA	NA	NA	NA
F4F1606	4	F	6,4	F	P	2	2	2	1	R	E	5
F4F1613	4	F	6	F	P	2	2	2	1	R	E	4
F4F1657	4	F	6,8	F	P	2	2	2	1	R	E	7
F4F1652	4	F	5,5	F	P	2	2	2	1	R	E	3
F4F1843	4	F	6,8	F	C	2	2	2	1	R	CP	5
F4F2055	4	F	5,7	F	P	2	2	2	1	R	CP	6
F4F1612	4	F	6	F	P	2	3	3	1	NR	O	NA
