"Numéro";"Idren";"N° de Renard";"Saison";"Date";"saisonreprod";"GIC";"Lieu-Dit";"Communes";"id-SIG";"Poids";"Sexe";"Mode de Prél";"Allait Fdc";"Nbre d'Emb Fdc";"Prél Utérus";"Phase pré-implantatoire";"Nbre d'Emb";"Nbre de Cicat Année n";"Nbre de Resorp -tions";"Nbre de Cicat Année n-1";"Nbre de corps jaunes";"Prél Dent";"N° Mat";"Agedents";"Prél Yeux";"Age";"moisp"
5644;"D6M2816";"2816";"2006/2007";30/9/2006 00:00:00;6;"D";"L'Ourme";"DOMAGNE";;6.80;"M";"C";;;;;;;;;;"G";"3";"2";;2;9
5653;"D6M2821";"2821";"2006/2007";1/10/2006 00:00:00;6;"D";"La Haute Ourme";"CORPS NUDS";;6.20;"M";"C";;;;;;;;;;"G";"8";"0";"O";0;10
5654;"D6M2822";"2822";"2006/2007";1/10/2006 00:00:00;6;"D";"La Haute Ourme";"CORPS NUDS";;5.40;"M";"C";;;;;;;;;;"G";"9";"0";"O";0;10
5657;"D6M2825";"2825";"2006/2007";1/10/2006 00:00:00;6;"D";"Montaigu";"CORPS NUDS";;6.50;"M";"C";;;;;;;;;;"G";"12";"3";"O";3;10
5650;"D6M2829";"2829";"2006/2007";30/9/2006 00:00:00;6;"D";"Le Bas Jussé";"CESSON SEVIGNE";;7.20;"M";"C";;;;;;;;;;"G";"16";"1";;1;9
5639;"D6M2831";"2831";"2006/2007";27/9/2006 00:00:00;6;"D";"Le Plessis";"TORCE";;6.30;"M";"C";;;;;;;;;;"G";"18";"0";"O";0;9
5641;"D6M2833";"2833";"2006/2007";27/9/2006 00:00:00;6;"D";"Le Maimbier";"TORCE";;7.00;"M";"C";;;;;;;;;;"G";"20";"0";"O";0;9
5658;"D6M2835";"2835";"2006/2007";6/10/2006 00:00:00;6;"D";"Les Collinettes";"SAINT AUBIN DU PAVAIL";;6.50;"M";"P";;;;;;;;;;"N";;;;;10
5659;"D6M2836";"2836";"2006/2007";7/10/2006 00:00:00;6;"D";;"SAINT AUBIN DU PAVAIL";;8.00;"M";"C";;;;;;;;;;"N";;;"O";;10
5661;"D6M2838";"2838";"2006/2007";7/10/2006 00:00:00;6;"D";"La Bestinière";"SAINT DIDIER";;6.70;"M";"C";;;;;;;;;;"G";"23";"0";"O";0;10
5662;"D6M2839";"2839";"2006/2007";7/10/2006 00:00:00;6;"D";"La Bestinière";"SAINT DIDIER";;6.80;"M";"C";;;;;;;;;;"G";"24";"0";"O";0;10
5663;"D6M2840";"2840";"2006/2007";7/10/2006 00:00:00;6;"D";"L'Oiselière";"CHATEAUBOURG";;6.50;"M";"C";;;;;;;;;;"G";"25";"0";"O";0;10
5664;"D6M2841";"2841";"2006/2007";7/10/2006 00:00:00;6;"D";;"PIRE SUR SEICHE";;6.60;"M";"C";;;;;;;;;;"G";"26";"0";"O";0;10
5665;"D6M2842";"2842";"2006/2007";7/10/2006 00:00:00;6;"D";;"PIRE SUR SEICHE";;5.70;"M";"C";;;;;;;;;;"G";"27";"0";"O";0;10
5666;"D6M2843";"2843";"2006/2007";7/10/2006 00:00:00;6;"D";;"PIRE SUR SEICHE";;4.80;"M";"C";;;;;;;;;;"G";"28";"1";"O";1;10
5670;"D6M2847";"2847";"2006/2007";9/10/2006 00:00:00;6;"D";"Friche Blanc";"TORCE";;7.10;"M";"C";;;;;;;;;;"G";"32";"1";;1;10
5675;"D6M2848";"2848";"2006/2007";5/11/2006 00:00:00;6;"D";;"LOUVIGNE DE BAIS";;6.50;"M";"C";;;;;;;;;;"G";"33";"0";;0;11
5676;"D6M2849";"2849";"2006/2007";5/11/2006 00:00:00;6;"D";;"LOUVIGNE DE BAIS";;6.30;"M";"C";;;;;;;;;;"G";"34";"2";;2;11
5677;"D6M2850";"2850";"2006/2007";7/11/2006 00:00:00;6;"D";;"CORPS NUDS";;6.70;"M";"C";;;;;;;;;;"G";"35";"1";;1;11
5672;"D6M2851";"2851";"2006/2007";14/10/2006 00:00:00;6;"D";;"BOISTRUDAN";;7.30;"M";"C";;;;;;;;;;"G";"36";"0";;0;10
5684;"D6M2858";"2858";"2006/2007";21/11/2006 00:00:00;6;"D";;"CORPS NUDS";;7.10;"M";"C";;;;;;;;;;"G";"43";"0";;0;11
5690;"D6M2861";"2861";"2006/2007";30/11/2006 00:00:00;6;"D";;"SAINT ARMEL";;6.40;"M";"C";;;;;;;;;;"G";"46";"0";"O";0;11
5691;"D6M2862";"2862";"2006/2007";2/12/2006 00:00:00;6;"D";;"BOISTRUDAN";;7.40;"M";"C";;;;;;;;;;"G";"47";"0";;0;12
5692;"D6M2863";"2863";"2006/2007";2/12/2006 00:00:00;6;"D";;"BOISTRUDAN";;7.90;"M";"C";;;;;;;;;;"G";"48";"0";;0;12
5700;"D6M2869";"2869";"2006/2007";9/12/2006 00:00:00;6;"D";;"LOUVIGNE DE BAIS";;7.30;"M";"C";;;;;;;;;;"G";"54";"0";;0;12
5702;"D6M2871";"2871";"2006/2007";9/12/2006 00:00:00;6;"D";;"SERVON SUR VILAINE";;5.20;"M";"C";;;;;;;;;;"G";"56";"0";;0;12
5706;"D6M2874";"2874";"2006/2007";13/12/2006 00:00:00;6;"D";"Le Champ au Maine";"SAINT AUBIN DU PAVAIL";;6.90;"M";"P";;;;;;;;;;"G";"59";"0";;0;12
5707;"D6M2875";"2875";"2006/2007";13/12/2006 00:00:00;6;"D";"La Basse Pilais";"CHANTEPIE";;6.30;"M";"P";;;;;;;;;;"G";"60";"0";"O";0;12
5708;"D6M2877";"2877";"2006/2007";16/12/2006 00:00:00;6;"D";"Le Petit Pré";"CESSON SEVIGNE";;7.40;"M";"P";;;;;;;;;;"G";"62";"0";;0;12
5714;"D6M2878";"2878";"2006/2007";17/12/2006 00:00:00;6;"D";"Le Petit Pré";"CESSON SEVIGNE";;7.90;"M";"P";;;;;;;;;;"G";"63";"0";;0;12
5716;"D6M2879";"2879";"2006/2007";18/12/2006 00:00:00;6;"D";"Le Petit Pré";"CESSON SEVIGNE";;7.00;"M";"P";;;;;;;;;;"G";"64";"1";;1;12
5718;"D6M2881";"2881";"2006/2007";18/12/2006 00:00:00;6;"D";"Les Vallées";"BRECE";;7.80;"M";"P";;;;;;;;;;"G";"66";"0";;0;12
5715;"D6M2882";"2882";"2006/2007";17/12/2006 00:00:00;6;"D";"Les Planches";"BRECE";;6.50;"M";"P";;;;;;;;;;"G";"67";"2";;2;12
5709;"D6M2883";"2883";"2006/2007";16/12/2006 00:00:00;6;"D";"La Bauchée";"CHANTEPIE";;6.40;"M";"P";;;;;;;;;;"G";"68";"0";;0;12
5710;"D6M2884";"2884";"2006/2007";16/12/2006 00:00:00;6;"D";;"PIRE SUR SEICHE";;5.80;"M";"C";;;;;;;;;;"G";"69";"0";;0;12
5711;"D6M2885";"2885";"2006/2007";16/12/2006 00:00:00;6;"D";;"PIRE SUR SEICHE";;6.60;"M";"C";;;;;;;;;;"G";"70";"3";;3;12
5713;"D6M2887";"2887";"2006/2007";16/12/2006 00:00:00;6;"D";;"PIRE SUR SEICHE";;6.70;"M";"C";;;;;;;;;;"G";"72";"0";;0;12
5719;"D6M2888";"2888";"2006/2007";18/12/2006 00:00:00;6;"D";"La Hazaie";"SAINT AUBIN DU PAVAIL";;7.00;"M";"P";;;;;;;;;;"G";"73";"0";;0;12
5721;"D6M2890";"2890";"2006/2007";19/12/2006 00:00:00;6;"D";"Narbonne";"CHANTEPIE";;8.70;"M";"P";;;;;;;;;;"G";"75";"1";;1;12
5724;"D6M2893";"2893";"2006/2007";20/12/2006 00:00:00;6;"D";"La Bauchée";"CHANTEPIE";;4.50;"M";"P";;;;;;;;;;"G";"78";"0";;0;12
5729;"D6M2896";"2896";"2006/2007";21/12/2006 00:00:00;6;"D";"Les Feuges";"NOYAL SUR VILAINE";;4.90;"M";"P";;;;;;;;;;"G";"80";"0";;0;12
5730;"D6M2897";"2897";"2006/2007";21/12/2006 00:00:00;6;"D";"La Gueuderie";"CHANTEPIE";;7.30;"M";"P";;;;;;;;;;"G";"81";"2";;2;12
5735;"D6M2898";"2898";"2006/2007";24/12/2006 00:00:00;6;"D";;"DOMAGNE";;6.30;"M";"C";;;;;;;;;;"G";"82";"0";;0;12
5736;"D6M2899";"2899";"2006/2007";24/12/2006 00:00:00;6;"D";"Le Petit Pré";"CESSON SEVIGNE";;6.40;"M";"P";;;;;;;;;;"G";"83";"0";;0;12
5737;"D6M2900";"2900";"2006/2007";24/12/2006 00:00:00;6;"D";"Le Petit Pré";"CESSON SEVIGNE";;7.80;"M";"P";;;;;;;;;;"G";"84";"0";;0;12
5733;"D6M2904";"2904";"2006/2007";23/12/2006 00:00:00;6;"D";"Les Planches";"BRECE";;8.20;"M";"P";;;;;;;;;;"G";"88";"0";;0;12
5749;"D6M2908";"2908";"2006/2007";27/12/2006 00:00:00;6;"D";"Jussé";"CESSON SEVIGNE";;6.90;"M";"P";;;;;;;;;;"G";"92";"0";;0;12
5750;"D6M2909";"2909";"2006/2007";27/12/2006 00:00:00;6;"D";"La Basse Cour";"SERVON SUR VILAINE";;7.30;"M";"P";;;;;;;;;;"G";"93";"0";;0;12
5757;"D6M2912";"2912";"2006/2007";28/12/2006 00:00:00;6;"D";"Jussé";"CESSON SEVIGNE";;5.40;"M";"P";;;;;;;;;;"G";"96";"0";;0;12
5751;"D6M2913";"2913";"2006/2007";27/12/2006 00:00:00;6;"D";;"CHATEAUGIRON";;7.20;"M";"C";;;;;;;;;;"G";"97";"2";;2;12
5753;"D6M2915";"2915";"2006/2007";27/12/2006 00:00:00;6;"D";;"CHATEAUGIRON";;6.60;"M";"C";;;;;;;;;;"G";"99";"0";;0;12
5754;"D6M2916";"2916";"2006/2007";27/12/2006 00:00:00;6;"D";;"CHATEAUGIRON";;5.80;"M";"C";;;;;;;;;;"G";"100";"0";;0;12
5755;"D6M2917";"2917";"2006/2007";27/12/2006 00:00:00;6;"D";;"CHATEAUGIRON";;6.20;"M";"C";;;;;;;;;;"G";"101";"0";;0;12
5762;"D6M2925";"2925";"2006/2007";30/12/2006 00:00:00;6;"D";;"DOMAGNE";;7.50;"M";"C";;;;;;;;;;"G";"108";"0";;0;12
5763;"D6M2926";"2926";"2006/2007";30/12/2006 00:00:00;6;"D";"Les Planches";"BRECE";;7.40;"M";"P";;;;;;;;;;"G";"109";"0";;0;12
5768;"D6M2927";"2927";"2006/2007";31/12/2006 00:00:00;6;"D";"Les Isles";"BRECE";;6.40;"M";"P";;;;;;;;;;"G";"110";"0";;0;12
5769;"D6M2928";"2928";"2006/2007";31/12/2006 00:00:00;6;"D";"Jussé";"CESSON SEVIGNE";;5.00;"M";"P";;;;;;;;;;"G";"111";"6";;6;12
5764;"D6M2929";"2929";"2006/2007";30/12/2006 00:00:00;6;"D";"Le Petit Pré";"CESSON SEVIGNE";;6.70;"M";"P";;;;;;;;;;"G";"112";"0";;0;12
5759;"D6M2930";"2930";"2006/2007";29/12/2006 00:00:00;6;"D";"Le Domaine";"CHATEAUGIRON";;8.20;"M";"P";;;;;;;;;;"G";"113";"1";;1;12
5765;"D6M2931";"2931";"2006/2007";30/12/2006 00:00:00;6;"D";"Le Gacet";"SAINT AUBIN DU PAVAIL";;5.50;"M";"P";;;;;;;;;;"G";"114";"0";;0;12
5790;"D6M2945";"2945";"2006/2007";11/1/2007 00:00:00;6;"D";"La Vallette";"CESSON SEVIGNE";;4.90;"M";"P";;;;;;;;;;"G";"128";"1";;1;1
5777;"D6M2946";"2946";"2006/2007";5/1/2007 00:00:00;6;"D";"La Cheminé";"DOMLOUP";;6.80;"M";"P";;;;;;;;;;"G";"129";"2";;2;1
5766;"D6M2948";"2948";"2006/2007";30/12/2006 00:00:00;6;"D";"La Vigne";"DOMLOUP";;6.20;"M";"P";;;;;;;;;;"G";"131";"0";;0;12
5767;"D6M2949";"2949";"2006/2007";30/12/2006 00:00:00;6;"D";"Le Bas Mardeaux";"SAINT AUBIN DU PAVAIL";;6.30;"M";"P";;;;;;;;;;"G";"132";"1";;1;12
5689;"D6M2951";"2951";"2006/2007";26/11/2006 00:00:00;6;"D";"La Haie Margat";"CHATEAUBOURG";;6.70;"M";"C";;;;;;;;;;"G";"134";"0";;0;11
5781;"D6M2954";"2954";"2006/2007";7/1/2007 00:00:00;6;"D";;"CHANTEPIE";;5.50;"M";"C";;;;;;;;;;"G";"137";"0";;1;1
5782;"D6M2955";"2955";"2006/2007";7/1/2007 00:00:00;6;"D";;"CHANTEPIE";;7.00;"M";"C";;;;;;;;;;"G";"138";"0";;1;1
5783;"D6M2956";"2956";"2006/2007";8/1/2007 00:00:00;6;"D";"La Vallette";"CESSON SEVIGNE";;6.50;"M";"P";;;;;;;;;;"G";"139";"2";;2;1
5786;"D6M2957";"2957";"2006/2007";10/1/2007 00:00:00;6;"D";"La Motte";"TORCE";;5.80;"M";"P";;;;;;;;;;"G";"140";"0";;1;1
5796;"D6M2958";"2958";"2006/2007";12/1/2007 00:00:00;6;"D";"La Tizonnais";"SAINT DIDIER";;6.90;"M";"P";;;;;;;;;;"G";"141";"0";;1;1
5797;"D6M2959";"2959";"2006/2007";12/1/2007 00:00:00;6;"D";"La Doubrie";"LOUVIGNE DE BAIS";;6.80;"M";"P";;;;;;;;;;"G";"142";"0";;1;1
5789;"D6M2967";"2967";"2006/2007";10/1/2007 00:00:00;6;"D";"La Hazaie";"SAINT AUBIN DU PAVAIL";;7.50;"M";"P";;;;;;;;;;"G";"150";"1";;1;1
5800;"D6M2968";"2968";"2006/2007";13/1/2007 00:00:00;6;"D";"La Tizonnais";"SAINT DIDIER";;6.50;"M";"P";;;;;;;;;;"G";"151";"0";;1;1
5802;"D6M2971";"2971";"2006/2007";13/1/2007 00:00:00;6;"D";"La Richardais";"LOUVIGNE DE BAIS";;8.00;"M";"P";;;;;;;;;;"G";"154";"0";;1;1
5815;"D6M2972";"2972";"2006/2007";15/1/2007 00:00:00;6;"D";"La Rivière";"LOUVIGNE DE BAIS";;7.30;"M";"P";;;;;;;;;;"G";"155";"0";;1;1
5828;"D6M2977";"2977";"2006/2007";18/1/2007 00:00:00;6;"D";"La Richardais";"LOUVIGNE DE BAIS";;7.20;"M";"P";;;;;;;;;;"G";"160";"1";;1;1
5818;"D6M2978";"2978";"2006/2007";15/1/2007 00:00:00;6;"D";"La Frotais";"DOMAGNE";;6.80;"M";"P";;;;;;;;;;"G";"161";"0";;1;1
5821;"D6M2979";"2979";"2006/2007";16/1/2007 00:00:00;6;"D";"La Lande de Taille";"BOISTRUDAN";;5.90;"M";"P";;;;;;;;;;"G";"162";"0";;1;1
5832;"D6M3000";"3000";"2006/2007";18/1/2007 00:00:00;6;"D";"La Vallette";"CESSON SEVIGNE";;6.50;"M";"P";;;;;;;;;;"G";"180";"2";;2;1
5839;"D6M3012";"3012";"2006/2007";21/1/2007 00:00:00;6;"D";;"BOISTRUDAN";;7.80;"M";"C";;;;;;;;;;"G";"192";"2";;2;1
5840;"D6M3013";"3013";"2006/2007";21/1/2007 00:00:00;6;"D";;"BOISTRUDAN";;6.40;"M";"C";;;;;;;;;;"G";"193";"2";;2;1
5841;"D6M3014";"3014";"2006/2007";21/1/2007 00:00:00;6;"D";"La Déroterie";"DOMAGNE";;6.80;"M";"P";;;;;;;;;;"G";"194";"0";;1;1
5842;"D6M3015";"3015";"2006/2007";21/1/2007 00:00:00;6;"D";;"DOMAGNE";;6.10;"M";"C";;;;;;;;;;"G";"195";"0";;1;1
5850;"D6M3017";"3017";"2006/2007";23/1/2007 00:00:00;6;"D";"La Babinière";"LOUVIGNE DE BAIS";;8.20;"M";"P";;;;;;;;;;"G";"197";"0";;1;1
5855;"D6M3019";"3019";"2006/2007";24/1/2007 00:00:00;6;"D";"Le Bout Blanc";"SAINT ARMEL";;7.00;"M";"P";;;;;;;;;;"G";"199";"3";;3;1
5856;"D6M3020";"3020";"2006/2007";24/1/2007 00:00:00;6;"D";"La Hazaie";"SAINT AUBIN DU PAVAIL";;6.30;"M";"P";;;;;;;;;;"G";"200";"0";;1;1
5858;"D6M3022";"3022";"2006/2007";24/1/2007 00:00:00;6;"D";"La Tizonnais";"SAINT DIDIER";;6.50;"M";"P";;;;;;;;;;"G";"202";"0";;1;1
5860;"D6M3024";"3024";"2006/2007";24/1/2007 00:00:00;6;"D";"Friche Blanc";"TORCE";;6.80;"M";"P";;;;;;;;;;"G";"204";"0";;1;1
5861;"D6M3026";"3026";"2006/2007";24/1/2007 00:00:00;6;"D";"Lentillière";"LOUVIGNE DE BAIS";;7.30;"M";"P";;;;;;;;;;"G";"206";"0";;1;1
5872;"D6M3037";"3037";"2006/2007";27/1/2007 00:00:00;6;"D";"La Maillardière";"TORCE";;5.00;"M";"P";;;;;;;;;;"G";"216";"0";;1;1
5874;"D6M3038";"3038";"2006/2007";28/1/2007 00:00:00;6;"D";"La Favrie";"TORCE";;7.20;"M";"P";;;;;;;;;;"G";"217";"0";;1;1
5879;"D6M3039";"3039";"2006/2007";29/1/2007 00:00:00;6;"D";"La Barre";"BOISTRUDAN";;5.50;"M";"P";;;;;;;;;;"G";"218";"0";;1;1
5876;"D6M3041";"3041";"2006/2007";28/1/2007 00:00:00;6;"D";"La Hayais";"SAINT AUBIN DU PAVAIL";;6.50;"M";"P";;;;;;;;;;"G";"220";"0";;1;1
5890;"D6M3055";"3055";"2006/2007";30/1/2007 00:00:00;6;"D";"Le Bas Rampon";"LOUVIGNE DE BAIS";;6.90;"M";"P";;;;;;;;;;"G";"234";"0";;1;1
5881;"D6M3056";"3056";"2006/2007";29/1/2007 00:00:00;6;"D";"La Doubrie";"LOUVIGNE DE BAIS";;5.00;"M";"P";;;;;;;;;;"G";"235";"0";;1;1
5882;"D6M3057";"3057";"2006/2007";29/1/2007 00:00:00;6;"D";"La Frotais";"DOMAGNE";;6.50;"M";"P";;;;;;;;;;"G";"236";"2";;2;1
