"Numéro";"Idren";"N° de Renard";"Saison";"Date";"saisonreprod";"GIC";"Lieu-Dit";"Communes";"id-SIG";"Poids";"Sexe";"Mode de Prél";"Allait Fdc";"Nbre d'Emb Fdc";"Prél Utérus";"Phase pré-implantatoire";"Nbre d'Emb";"Nbre de Cicat Année n";"Nbre de Resorp -tions";"Nbre de Cicat Année n-1";"Nbre de corps jaunes";"Prél Dent";"N° Mat";"Agedents";"Prél Yeux";"Age";"moisp"
2446;"D3Mx2446";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"PIRE SUR SEICHE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2447;"D3Mx2447";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"PIRE SUR SEICHE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2448;"D3Mx2448";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"PIRE SUR SEICHE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2449;"D3Mx2449";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"PIRE SUR SEICHE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2452;"D3Mx2452";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"SAINT DIDIER";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2453;"D3Mx2453";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"SAINT DIDIER";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2459;"D3Mx2459";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"SERVON SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2460;"D3Mx2460";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"SERVON SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2461;"D3Mx2461";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"SERVON SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2462;"D3Mx2462";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"SERVON SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2463;"D3Mx2463";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"SERVON SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2464;"D3Mx2464";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"SERVON SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2465;"D3Mx2465";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"SERVON SUR VILAINE";;;"M";"D";;;;;;;;;;"N";;"0";;0;4
2415;"D3NIx2415";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"DOMAGNE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2416;"D3NIx2416";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"DOMAGNE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2417;"D3NIx2417";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"DOMAGNE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2418;"D3NIx2418";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"DOMAGNE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2433;"D3NIx2433";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"NOUVOITOU";;;"NI";"D";;;"N";;;;;;;"N";;"A";;;4
2434;"D3NIx2434";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"NOUVOITOU";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2435;"D3NIx2435";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"NOUVOITOU";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2436;"D3NIx2436";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"NOUVOITOU";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2437;"D3NIx2437";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"NOUVOITOU";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2475;"D3NIx2475";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"TORCE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2476;"D3NIx2476";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"TORCE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2477;"D3NIx2477";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"TORCE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2478;"D3NIx2478";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"TORCE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
2479;"D3NIx2479";"x";"2003/2004";30/4/2003 00:00:00;3;"D";;"TORCE";;;"NI";"D";;;"N";;;;;;;"N";;"0";;0;4
3085;"D4F1565";"1565";"2003/2004";1/2/2004 00:00:00;4;"D";;"ESSE";;6.50;"F";"C";"N";;"O";"O";;;;;"-";"D";"328";"3";;4;2
3086;"D4F1566";"1566";"2003/2004";1/2/2004 00:00:00;4;"D";;"ESSE";;5.50;"F";"C";"N";;"Inut.";;;;;;;"D";"329";"5";;6;2
3088;"D4F1568";"1568";"2003/2004";1/2/2004 00:00:00;4;"D";"La Morinais";"PIRE SUR SEICHE";;4.80;"F";"P";"N";;"N";;;;;;;"D";"331";"0";;1;2
3092;"D4F1572";"1572";"2003/2004";1/2/2004 00:00:00;4;"D";"La Leuch";"CORPS NUDS";;6.10;"F";"C";"N";;"Inut.";;;;;;;"D";"334";"1";;2;2
3098;"D4F1574";"1574";"2003/2004";2/2/2004 00:00:00;4;"D";"La Guinais";"SAINT AUBIN DU PAVAIL";;4.10;"F";"P";"N";;"O";"O";;;;;"2";"D";"336";"0";;1;2
3105;"D4F1590";"1590";"2003/2004";4/2/2004 00:00:00;4;"D";"Beauvais";"SAINT DIDIER";;4.20;"F";"P";"N";;"N";;;;;;;"D";"351";"0";;1;2
3110;"D4F1591";"1591";"2003/2004";5/2/2004 00:00:00;4;"D";"Neuf Journaux";"CHANTEPIE";;5.00;"F";"P";"N";;"O";"O";;;;;"5";"D";"352";"10";;10;2
3124;"D4F1592";"1592";"2003/2004";8/2/2004 00:00:00;4;"D";"La Marias";"CORPS NUDS";;4.50;"F";"C";"N";"5";"O";;"5";;;;"5";"D";"353";"1";;2;2
3111;"D4F1593";"1593";"2003/2004";5/2/2004 00:00:00;4;"D";"Montbouan";"MOULINS";;3.50;"F";"C";"N";;"O";"O";;;;;"4";"D";"354";"0";;1;2
3119;"D4F1594";"1594";"2003/2004";7/2/2004 00:00:00;4;"D";;"DOMLOUP";;5.00;"F";"C";"N";"5";"O";;"5";;;;"-";"D";"355";"0";;1;2
3120;"D4F1595";"1595";"2003/2004";7/2/2004 00:00:00;4;"D";;"DOMLOUP";;9.70;"F";"C";"N";"7";"O";;"7";;;;"7";"D";"356";"3";;4;2
3132;"D4F1603";"1603";"2003/2004";9/2/2004 00:00:00;4;"D";"La Chambière";"SAINT ARMEL";;5.50;"F";"P";"N";;"O";"O";;;;;"-";"D";"363";"0";;1;2
3137;"D4F1604";"1604";"2003/2004";10/2/2004 00:00:00;4;"D";"La Morinais";"PIRE SUR SEICHE";;5.00;"F";"P";"N";;"O";"O";;;;;"6";"D";"364";"0";;1;2
3140;"D4F1625";"1625";"2003/2004";10/2/2004 00:00:00;4;"D";"La Marias";"CORPS NUDS";;4.50;"F";"P";"N";;"O";;;"0";;;"-";"D";"384";"0";;1;2
3156;"D4F1629";"1629";"2003/2004";15/2/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;6.50;"F";"C";"N";;"O";"O";;;;;"6";"D";"388";"0";;1;2
3160;"D4F1635";"1635";"2003/2004";15/2/2004 00:00:00;4;"D";;"ESSE";;6.00;"F";"C";"N";"8";"O";;"8";;;;"8";"D";"393";"0";;1;2
3161;"D4F1636";"1636";"2003/2004";15/2/2004 00:00:00;4;"D";"Le Plessis Galeran";"SAINT DIDIER";;5.00;"F";"P";"N";;"O";;"4";;;;"0";"D";"394";"0";;1;2
3163;"D4F1638";"1638";"2003/2004";15/2/2004 00:00:00;4;"D";;"NOUVOITOU";;4.90;"F";"C";"N";"5";"O";;"5";;;;"5";"D";"396";"0";;1;2
3164;"D4F1639";"1639";"2003/2004";15/2/2004 00:00:00;4;"D";;"NOUVOITOU";;5.50;"F";"C";"N";"5";"O";;"5";;;;"-";"D";"397";"0";;1;2
3173;"D4F1644";"1644";"2003/2004";16/2/2004 00:00:00;4;"D";;"BRECE";;4.60;"F";"P";"N";"6";"O";;"6";;;;"-";"D";"402";"2";;3;3
3174;"D4F1645";"1645";"2003/2004";16/2/2004 00:00:00;4;"D";"La Bourdonnay";"CORPS NUDS";;5.80;"F";"P";"N";"6";"O";;"6";;;;"6";"D";"499";"0";;1;2
3175;"D4F1646";"1646";"2003/2004";16/2/2004 00:00:00;4;"D";"Le Haut Coudray";"CORPS NUDS";;5.50;"F";"P";"N";;"O";;;"0";;;"4";"D";"403";"1";;2;2
3166;"D4F1647";"1647";"2003/2004";15/2/2004 00:00:00;4;"D";"L'Antillière";"LOUVIGNE DE BAIS";;6.40;"F";"C";"N";;"O";;"8";;;;;"D";"404";"0";;1;2
3168;"D4F1649";"1649";"2003/2004";15/2/2004 00:00:00;4;"D";"Grotignés";"NOUVOITOU";;6.50;"F";"P";"N";;"O";;"6";;;;"6";"D";"406";"1";;2;2
3193;"D4F1661";"1661";"2003/2004";25/2/2004 00:00:00;4;"D";"La Pochardière";"DOMAGNE";;6.10;"F";"P";"N";;"O";;;"0";;;"3";"D";"418";"0";;1;2
3184;"D4F1666";"1666";"2003/2004";21/2/2004 00:00:00;4;"D";"Le Haut Coudray";"CORPS NUDS";;6.00;"F";"P";"N";"4";"0";;"4";;;;;"D";"423";"0";;1;2
3188;"D4F1668";"1668";"2003/2004";22/2/2004 00:00:00;4;"D";"Le Plessis";"CORPS NUDS";;6.00;"F";"P";"N";"7";"O";;"6";;;;"6";"D";"425";"6";;7;2
3211;"D4F1679";"1679";"2003/2004";4/3/2004 00:00:00;4;"D";"Le Chatellier";"CORPS NUDS";;6.20;"F";"P";"N";"5";"O";;"5";;;;"5";"D";"436";"1";;2;3
3199;"D4F1680";"1680";"2003/2004";26/2/2004 00:00:00;4;"D";"Le Buron";"MOULINS";;5.60;"F";"P";"N";;"N";;;;;;;"D";"437";"0";;1;2
3202;"D4F1682";"1682";"2003/2004";28/2/2004 00:00:00;4;"D";"L'Aubinière";"JANZE";;4.90;"F";"P";"N";;"N";;;;;;;"D";"439";"1";;2;2
3213;"D4F1697";"1697";"2003/2004";4/3/2004 00:00:00;4;"D";"La Déroterie";"DOMAGNE";;4.80;"F";"P";"N";"7";"0";;"7";;;;;"D";"454";"0";;1;3
3216;"D4F1700";"1700";"2003/2004";7/3/2004 00:00:00;4;"D";"Le Planty";"CORPS NUDS";;6.00;"F";"P";"N";"7";"0";;"7";;;;;"D";"455";"2";;3;3
3215;"D4F1701";"1701";"2003/2004";6/3/2004 00:00:00;4;"D";"L'Ourmaie";"NOUVOITOU";;6.40;"F";"P";"N";"5";"0";;"5";;;;;"D";"456";"0";;1;3
3222;"D4F1703";"1703";"2003/2004";12/3/2004 00:00:00;4;"D";"La Tizonais";"SAINT DIDIER";;6.40;"F";"P";"N";;"O";;"5";;;;;"D";"458";"0";;1;3
3223;"D4F1709";"1709";"2003/2004";15/3/2004 00:00:00;4;"D";"Villerault";"JANZE";;5.60;"F";"P";"N";"4";"O";;"4";;;;;"D";"463";"1";;2;3
3225;"D4F1710";"1710";"2003/2004";18/3/2004 00:00:00;4;"D";"La Pilate";"CHANCE";;4.10;"F";"P";"N";;"N";;;;;;;"D";"464";"0";;1;3
3214;"D4F1713";"1713";"2003/2004";5/3/2004 00:00:00;4;"D";"La Richardière";"SERVON SUR VILAINE";;4.20;"F";"P";"N";"4";"0";;"4";;;;;"D";"466";"0";;1;3
3228;"D4F1714";"1714";"2003/2004";25/3/2004 00:00:00;4;"D";"Le Buron";"MOULINS";;5.70;"F";"P";"O";;"N";;;;;;;"D";"467";"0";;1;3
3229;"D4F1716";"1716";"2003/2004";29/3/2004 00:00:00;4;"D";"Le Haut Bois";"MOULINS";;5.40;"F";"P";"O";;"O";;;"5";;;"5";"D";"469";"1";;2;3
3234;"D4F1720";"1720";"2004/2005";3/4/2004 00:00:00;4;"D";"Bout Blanc";"SAINT ARMEL";;6.10;"F";"P";"N";;"N";;;;;;;"D";"473";"1";;1;4
3239;"D4F1723";"1723";"2004/2005";5/4/2004 00:00:00;4;"D";;"MOULINS";;6.20;"F";"P";"O";;"O";;;"5";"1";;"-";"D";"476";"2";;2;4
3241;"D4F1724";"1724";"2004/2005";8/4/2004 00:00:00;4;"D";"La Tizonais";"SAINT DIDIER";;6.10;"F";"P";"O";;"Inut.";;;;;;;"D";"477";"3";;3;4
3240;"D4F1725";"1725";"2004/2005";7/4/2004 00:00:00;4;"D";"Le Bourg ";"MOULINS";;5.80;"F";"P";"O";;"O";;;"4";"1";;"-";"D";"478";"5";;5;4
3247;"D4F1729";"1729";"2004/2005";9/4/2004 00:00:00;4;"D";"La Lande de Nouaille";"LOUVIGNE DE BAIS";;6.50;"F";"D";"O";;"O";;;"5";;;"-";"D";"482";"2";;2;4
3264;"D4F1730";"1730";"2004/2005";11/4/2004 00:00:00;4;"D";"La Haie";"DOMAGNE";;5.90;"F";"P";"O";;"N";;;;;;;"N";;;;;4
3265;"D4F1731";"1731";"2004/2005";12/4/2004 00:00:00;4;"D";;"DOMAGNE";;5.50;"F";"P";"O";;"O";;;"5";;;"7";"D";"483";"4";;4;4
3252;"D4F1732";"1732";"2004/2005";10/4/2004 00:00:00;4;"D";;"CESSON SEVIGNE";;5.60;"F";"D";"O";;"Inut.";;;;;;;"D";"484";"7";;7;4
3253;"D4F1733";"1733";"2004/2005";10/4/2004 00:00:00;4;"D";;"CESSON SEVIGNE";;4.50;"F";"D";"O";;"O";;;"5";;;"5";"D";"485";"1";;1;4
3266;"D4F1734";"1734";"2004/2005";12/4/2004 00:00:00;4;"D";;"TORCE";;6.20;"F";"D";"O";;"O";;;"7";;;"7";"D";"486";"1";;1;4
3281;"D4F1735";"1735";"2004/2005";17/4/2004 00:00:00;4;"D";"Le Bas de la Lande";"DOMAGNE";;5.90;"F";"D";"O";;"O";;;"6";;;"6";"D";"487";"2";;2;4
3296;"D4F1738";"1738";"2004/2005";23/4/2004 00:00:00;4;"D";"Bois d'Etrelles";"TORCE";;5.40;"F";"D";"O";;"O";;;"4";;;"4";"D";"490";"1";;1;4
3297;"D4F1739";"1739";"2004/2005";23/4/2004 00:00:00;4;"D";"Bois d'Etrelles";"TORCE";;5.90;"F";"D";"O";;"O";;;"5";;"5";"5";"D";"491";"2";;2;4
3657;"D4F1741";"1741";"2004/2005";3/5/2004 00:00:00;4;"D";"Les Faroulais";"CHANTEPIE";;5.30;"F";"P";"O";;"Inut.";;;;;;;"D";"492";"2";;2;5
3664;"D4F1742";"1742";"2004/2005";6/5/2004 00:00:00;4;"D";"Le Vinoux";"AMANLIS";;5.80;"F";"D";"O";;"O";;;"6";"1";;"0";"N";;"A";;;5
3704;"D4F1743";"1743";"2004/2005";12/5/2004 00:00:00;4;"D";"La Gauderie";"CHANTEPIE";;5.60;"F";"D";"O";;"Perdu";;;;;;;"D";"493";"2";;2;5
3747;"D4F1744";"1744";"2004/2005";18/5/2004 00:00:00;4;"D";"La Chainette";"LOUVIGNE DE BAIS";;4.10;"F";"P";"N";;"O";;;"0";;;;"D";"494";"1";;1;5
3328;"D4F1745";"1745";"2004/2005";27/4/2004 00:00:00;4;"D";"L'Aubinière";"JANZE";;5.00;"F";"P";"O";;"Perdu";;;;;;;"D";"495";"1";;1;4
3765;"D4F1747";"1747";"2004/2005";3/6/2004 00:00:00;4;"D";"Tran";"AMANLIS";;5.00;"F";"P";"O";;"O";;;"2";"1";;"-";"D";"497";"7";;7;6
3772;"D4F1751";"1751";"2004/2005";26/9/2004 00:00:00;4;"D";"Montaigu";"CORPS NUDS";;3.00;"F";"C";"N";;"O";;;"0";;;"-";"E";"6";"0";;0;9
3774;"D4F1753";"1753";"2004/2005";26/9/2004 00:00:00;4;"D";"Montaigu";"CORPS NUDS";;4.70;"F";"C";"N";;"O";;;"0";;;"0";"E";"8";"0";;0;9
3779;"D4F1758";"1758";"2004/2005";26/9/2004 00:00:00;4;"D";"La Baraterie";"SERVON SUR VILAINE";;4.80;"F";"C";"N";;"O";;;"0";;;"-";"E";"13";"0";;0;9
3785;"D4F1759";"1759";"2004/2005";28/9/2004 00:00:00;4;"D";"La Maison Neuve";"NOUVOITOU";;5.40;"F";"C";"N";;"Perdu";;;;;;;"E";"14";"2";;2;9
3783;"D4F1764";"1764";"2004/2005";27/9/2004 00:00:00;4;"D";;"ESSE";;5.60;"F";"C";"N";;"O";;;"0";;;"0";"E";"19";"4";;4;9
3784;"D4F1765";"1765";"2004/2005";27/9/2004 00:00:00;4;"D";;"ESSE";;6.00;"F";"C";"N";;"O";;;"5";;;"0";"E";"20";"A(0)";;;9
3788;"D4F1767";"1767";"2004/2005";30/9/2004 00:00:00;4;"D";;"NOUVOITOU";;6.50;"F";"C";"N";;"O";;;"0";;;"0";"E";"22";"0";;0;9
3789;"D4F1768";"1768";"2004/2005";2/10/2004 00:00:00;4;"D";;"SAINT AUBIN DU PAVAIL";;6.00;"F";"C";"N";;"O";;;"7";;;"0";"E";"23";"3";;3;10
3791;"D4F1770";"1770";"2004/2005";2/10/2004 00:00:00;4;"D";;"SAINT AUBIN DU PAVAIL";;5.50;"F";"C";"N";;"O";;;"0";;;"0";"E";"25";"0";;0;10
3794;"D4F1773";"1773";"2004/2005";7/10/2004 00:00:00;4;"D";"La Gicquelière";"DOMLOUP";;5.70;"F";"C";"N";;"O";;;"0";;;"0";"E";"28";"0";;0;10
3795;"D4F1774";"1774";"2004/2005";7/10/2004 00:00:00;4;"D";"La Gicquelière";"DOMLOUP";;5.00;"F";"C";"N";;"O";;;"0";;;"0";"E";"29";"0";;0;10
3796;"D4F1775";"1775";"2004/2005";7/10/2004 00:00:00;4;"D";"La Gicquelière";"DOMLOUP";;4.50;"F";"C";"N";;"O";;;"4";;;"0";"E";"30";"2";;2;10
3797;"D4F1776";"1776";"2004/2005";7/10/2004 00:00:00;4;"D";"La Gicquelière";"DOMLOUP";;5.40;"F";"C";"N";;"O";;;"4";;;"0";"E";"31";"1";;1;10
3802;"D4F1781";"1781";"2004/2005";16/10/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;6.00;"F";"C";"N";;"N";;;;;;;"E";"36";"0";;0;10
3805;"D4F1784";"1784";"2004/2005";16/10/2004 00:00:00;4;"D";;"BOISTRUDAN";;6.20;"F";"C";"N";;"O";;;"6";;;"-";"E";"39";"A(0)";;;10
3806;"D4F1785";"1785";"2004/2005";16/10/2004 00:00:00;4;"D";;"BOISTRUDAN";;;"F";"C";"N";;"O";;;"0";;;"0";"E";"40";"0";;0;10
3807;"D4F1786";"1786";"2004/2005";16/10/2004 00:00:00;4;"D";;"BOISTRUDAN";;;"F";"C";"N";;"O";;;"0";;;"0";"E";"41";"0";;0;10
3808;"D4F1787";"1787";"2004/2005";16/10/2004 00:00:00;4;"D";;"BOISTRUDAN";;;"F";"C";"N";;"O";;;"0";;;"-";"E";"42";"0";;0;10
3809;"D4F1788";"1788";"2004/2005";16/10/2004 00:00:00;4;"D";"La Lande";"DOMAGNE";;;"F";"C";"N";;"O";;;"0";;;"0";"E";"43";"2";;2;10
3813;"D4F1789";"1789";"2004/2005";21/11/2004 00:00:00;4;"D";;"SAINT AUBIN DU PAVAIL";;;"F";"C";"N";;"Perdu";;;;;;;"E";"44";"0";;0;11
3815;"D4F1791";"1791";"2004/2005";21/11/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;;"F";"C";"N";;"Perdu";;;;;;;"E";"46";"1";;1;11
3817;"D4F1793";"1793";"2004/2005";21/11/2004 00:00:00;4;"D";;"CORPS NUDS";;;"F";"C";"N";;"Perdu";;;;;;;"E";"48";"1";;1;11
3812;"D4F1796";"1796";"2004/2005";11/11/2004 00:00:00;4;"D";"La Métrie";"NOYAL SUR VILAINE";;;"F";"C";"N";;"Perdu";;;;;;;"E";"51";"0";;0;11
3820;"D4F1799";"1799";"2004/2005";29/11/2004 00:00:00;4;"D";"Nantiveul";"CESSON SEVIGNE";;4.20;"F";"C";"N";;"O";;;"4";;;"0";"E";"54";"1";;1;11
3821;"D4F1800";"1800";"2004/2005";29/11/2004 00:00:00;4;"D";"Montoul";"CESSON SEVIGNE";;6.00;"F";"C";"N";;"O";;;"5";;;"0";"E";"55";"3";;3;11
3824;"D4F1803";"1803";"2004/2005";2/12/2004 00:00:00;4;"D";"Le Vionay";"SERVON SUR VILAINE";;4.50;"F";"P";"N";;"O";;;"0";;;"0";"E";"58";"0";;0;12
3826;"D4F1805";"1805";"2004/2005";4/12/2004 00:00:00;4;"D";"Montbeil";"BOISTRUDAN";;4.90;"F";"C";"N";;"O";;;"0";;;"0";"E";"60";"0";;0;12
3829;"D4F1808";"1808";"2004/2005";6/12/2004 00:00:00;4;"D";;"CORPS NUDS";;3.70;"F";"C";"N";;"Perdu";;;;;;;"E";"63";"0";;0;12
3832;"D4F1809";"1809";"2004/2005";8/12/2004 00:00:00;4;"D";"Le Bourg";"NOUVOITOU";;5.00;"F";"C";"N";;"Perdu";;;;;;;"E";"64";"0";;0;12
3830;"D4F1810";"1810";"2004/2005";7/12/2004 00:00:00;4;"D";"Le Chêne Creux";"NOYAL SUR VILAINE";;7.00;"F";"C";"N";;"Perdu";;;;;;;"E";"65";"3";;3;12
3843;"D4F1822";"1822";"2004/2005";11/12/2004 00:00:00;4;"D";;"CHATEAUGIRON";;6.40;"F";"C";"N";;"Perdu";;;;;;;"E";"77";"0";;0;12
3845;"D4F1824";"1824";"2004/2005";11/12/2004 00:00:00;4;"D";;"CHATEAUGIRON";;7.00;"F";"C";"N";;"Perdu";;;;;;;"E";"79";"0";;0;12
3846;"D4F1825";"1825";"2004/2005";11/12/2004 00:00:00;4;"D";;"CORPS NUDS";;5.50;"F";"C";"N";;"O";;;"0";;;"0";"E";"80";"0";;0;12
3875;"D4F1833";"1833";"2004/2005";20/12/2004 00:00:00;4;"D";"Le Bas Jussé";"CESSON SEVIGNE";;6.60;"F";"P";"N";;"O";;;"0";;;"0";"E";"88";"0";;0;12
3872;"D4F1834";"1834";"2004/2005";19/12/2004 00:00:00;4;"D";"La Valette";"CESSON SEVIGNE";;5.20;"F";"P";"N";;"O";;;"0";;;"0";"E";"89";"0";;0;12
3873;"D4F1835";"1835";"2004/2005";19/12/2004 00:00:00;4;"D";"Bois de Gervis";"NOYAL SUR VILAINE";;4.00;"F";"C";"N";;"O";;;"0";;;"0";"E";"90";"0";;0;12
3867;"D4F1837";"1837";"2004/2005";18/12/2004 00:00:00;4;"D";"Le Haut Posé";"NOYAL SUR VILAINE";;5.00;"F";"P";"N";;"O";;;"0";;;"0";"E";"92";"0";;0;12
3869;"D4F1845";"1845";"2004/2005";18/12/2004 00:00:00;4;"D";"Le Haut Posé";"NOYAL SUR VILAINE";;6.10;"F";"P";"N";;"O";;;"6";;;"-";"E";"100";"2";;2;12
3859;"D4F1851";"1851";"2004/2005";16/12/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;7.40;"F";"C";"N";;"Perdu";;;;;;;"E";"106";"1";;1;12
3866;"D4F1854";"1854";"2004/2005";17/12/2004 00:00:00;4;"D";;"CORPS NUDS";;7.10;"F";"C";"N";;"O";;;"6";;;"0";"E";"109";"2";;2;12
3886;"D4F1869";"1869";"2004/2005";26/12/2004 00:00:00;4;"D";"Poncel";"DOMAGNE";;6.10;"F";"P";"N";;"O";;;"0";;;"-";"E";"124";"0";;0;12
3898;"D4F1870";"1870";"2004/2005";28/12/2004 00:00:00;4;"D";"La Roche Heulin";"NOYAL SUR VILAINE";;5.40;"F";"P";"N";;"O";;;"6";;;"0";"E";"125";"4";;4;12
3909;"D4F1875";"1875";"2004/2005";30/12/2004 00:00:00;4;"D";"Marais";"SAINT AUBIN DU PAVAIL";;6.00;"F";"C";"N";;"O";;;"0";;;"0";"E";"130";"0";;0;12
3910;"D4F1876";"1876";"2004/2005";30/12/2004 00:00:00;4;"D";"Marais";"SAINT AUBIN DU PAVAIL";;4.90;"F";"C";"N";;"O";;;"0";;;"0";"E";"131";"0";;0;12
3911;"D4F1877";"1877";"2004/2005";30/12/2004 00:00:00;4;"D";"Charrot";"CHATEAUGIRON";;7.00;"F";"P";"N";;"O";;;"4";;;"0";"E";"132";"A(0)";;;12
3912;"D4F1878";"1878";"2004/2005";30/12/2004 00:00:00;4;"D";"Le Val Croyal";"NOYAL SUR VILAINE";;5.40;"F";"P";"N";;"O";;;"5";;;"0";"E";"133";"1";;1;12
3917;"D4F1897";"1897";"2004/2005";30/12/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;6.00;"F";"C";"N";;"Inut.";;;;;;;"E";"151";"1";;1;12
3918;"D4F1898";"1898";"2004/2005";30/12/2004 00:00:00;4;"D";;"PIRE SUR SEICHE";;5.40;"F";"C";"N";;"Inut.";;;;;;;"E";"152";"0";;0;12
3928;"D4F1902";"1902";"2004/2005";2/1/2005 00:00:00;4;"D";"Le Bas Jussé";"CESSON SEVIGNE";;6.50;"F";"P";"N";;"O";;;"0";;;"-";"E";"156";"2";;2;1
3937;"D4F1903";"1903";"2004/2005";3/1/2005 00:00:00;4;"D";"La Valette";"CESSON SEVIGNE";;4.20;"F";"P";"N";;"O";;;"0";;;"0";"E";"157";"0";;1;1
3938;"D4F1904";"1904";"2004/2005";3/1/2005 00:00:00;4;"D";"La Valette";"CESSON SEVIGNE";;4.00;"F";"P";"N";;"O";;;"5";;;"0";"N";;;;;1
3770;"D4F1907";"1907";"2004/2005";18/8/2004 00:00:00;4;"D";"Chambière";"SAINT ARMEL";;3.40;"F";"C";"N";;"N";;;;;;;"E";"160";"0";;0;8
3771;"D4F1908";"1908";"2004/2005";18/8/2004 00:00:00;4;"D";"Chambière";"SAINT ARMEL";;4.80;"F";"C";"N";;"O";;;"0";;;"0";"E";"161";"1";;1;8
3929;"D4F1909";"1909";"2004/2005";2/1/2005 00:00:00;4;"D";"Le Bout Blanc";"SAINT ARMEL";;5.20;"F";"C";"N";;"O";;;"0";;;"-";"E";"162";"0";;1;1
3930;"D4F1913";"1913";"2004/2005";2/1/2005 00:00:00;4;"D";"La Basse Cour";"SERVON SUR VILAINE";;5.60;"F";"C";"N";;"O";;;"4";;;"0";"E";"166";"1";;1;1
3944;"D4F1920";"1920";"2004/2005";3/1/2005 00:00:00;4;"D";"La Nantillière";"OSSE";;7.40;"F";"P";"N";;"Perdu";;;;;;;"E";"173";"1";;1;1
3948;"D4F1921";"1921";"2004/2005";4/1/2005 00:00:00;4;"D";"La Guinais";"SAINT AUBIN DU PAVAIL";;6.20;"F";"C";"N";;"O";;;"0";;;"-";"N";;;;;1
3956;"D4F1938";"1938";"2004/2005";6/1/2005 00:00:00;4;"D";"La Basse Cour";"SERVON SUR VILAINE";;5.80;"F";"P";"N";;"O";"O";;;;;"0";"E";"190";"0";;1;1
3970;"D4F1947";"1947";"2004/2005";9/1/2005 00:00:00;4;"D";"La Haie";"DOMAGNE";;6.40;"F";"C";"N";;"O";;;"3";;;"-";"E";"199";"2";;2;1
3976;"D4F1948";"1948";"2004/2005";10/1/2005 00:00:00;4;"D";;"DOMAGNE";;5.60;"F";"C";"N";;"O";"O";;;;;"-";"E";"200";"0";;1;1
