"Parameter","Year","Age","ParamName","median","lCI","uCI"
"mH[2, 2]",2005,"1","mH",0.544148506932559,0.379123863968561,0.775805015951827
"mH[2, 3]",2006,"1","mH",0.521282287369106,0.358020269693063,0.750731820099836
"mH[2, 4]",2007,"1","mH",0.404694800363114,0.271648951813778,0.589856469125409
"mH[2, 5]",2008,"1","mH",0.43083479127639,0.297308083632174,0.62198527444721
"mH[2, 6]",2009,"1","mH",0.362377253033333,0.228672623750504,0.543391514212762
"mH[2, 7]",2010,"1","mH",0.519924204864984,0.356561753556493,0.75131508932687
"mH[2, 8]",2011,"1","mH",0.364356606262254,0.243714046480758,0.523166985060027
"mH[2, 9]",2012,"1","mH",0.417438139666283,0.26681403593973,0.636676401295068
"mH[3, 10]",2013,"2","mH",0.513208959102893,0.321353050314317,0.812859843305435
"mH[3, 11]",2014,"2","mH",0.453279486354881,0.267918938603215,0.74199765307052
"mH[3, 12]",2015,"2","mH",0.427325595079084,0.255389414808258,0.701227459714671
"mH[3, 13]",2016,"2","mH",0.499515490440105,0.302088969939254,0.802468157425315
"mH[3, 14]",2017,"2","mH",0.3642662989949,0.218664781201244,0.597523259051907
"mH[3, 15]",2018,"2","mH",0.524781975256796,0.299645863679322,0.922186535608184
"mH[3, 16]",2019,"2","mH",0.939629376437573,0.501449234932671,1.75710726647146
"mH[3, 17]",2020,"2","mH",0.545685778492836,0.298321411073395,1.04254521209022
"mH[3, 18]",2021,"2","mH",0.520773133652807,0.273473175008185,1.16171318698795
"mH[3, 1]",2004,"2","mH",0.446991223655108,0.294895404486409,0.660903154174482
"mH[3, 2]",2005,"2","mH",0.647664363117987,0.418181227797724,0.971947520950364
"mH[3, 3]",2006,"2","mH",0.620587846294358,0.386594582206684,0.949966179024549
"mH[3, 4]",2007,"2","mH",0.478612712806775,0.305619458086844,0.743039412243896
"mH[3, 5]",2008,"2","mH",0.511022112448209,0.325140485499114,0.791403399922054
"mH[3, 6]",2009,"2","mH",0.429491294868528,0.254494052186821,0.682782952070069
"mH[3, 7]",2010,"2","mH",0.614099482557951,0.397165417396655,0.958940579521982
"mH[3, 8]",2011,"2","mH",0.430151337641973,0.274726911679628,0.659772214129993
"mH[3, 9]",2012,"2","mH",0.493294628408013,0.301547537321911,0.795227741002825
"mH[4, 10]",2013,"3","mH",0.738152111217856,0.346778972612023,2.41012395994791
"mH[4, 11]",2014,"3","mH",0.649812962351584,0.302278884124664,2.14932740342116
"mH[4, 12]",2015,"3","mH",0.612546183126564,0.281203354410268,2.04389749955044
"mH[4, 13]",2016,"3","mH",0.718419047561851,0.322995508943119,2.3629571018821
"mH[4, 14]",2017,"3","mH",0.524602850803396,0.233834793178032,1.76769728407362
"mH[4, 15]",2018,"3","mH",0.759997076900042,0.320224624993465,2.65212530073205
"mH[4, 16]",2019,"3","mH",1.35901706645003,0.564182020797489,4.84880135765453
"mH[4, 17]",2020,"3","mH",0.791270693880799,0.331083044296012,2.90938334156994
"mH[4, 18]",2021,"3","mH",0.759184141282294,0.307122595801412,2.9588283597563
"mH[4, 1]",2004,"3","mH",0.641223716761815,0.311115064922666,2.02394585447611
"mH[4, 2]",2005,"3","mH",0.92780497768181,0.45134768904702,2.91568890229407
"mH[4, 3]",2006,"3","mH",0.891495302627431,0.419312565097767,2.85090925641568
"mH[4, 4]",2007,"3","mH",0.687993556301955,0.326217937417081,2.21908953236391
"mH[4, 5]",2008,"3","mH",0.73625504703658,0.341956140155884,2.37531900980182
"mH[4, 6]",2009,"3","mH",0.61595096456367,0.272263220809685,2.05854552316642
"mH[4, 7]",2010,"3","mH",0.881635653131191,0.423938527139611,2.88752871213806
"mH[4, 8]",2011,"3","mH",0.617908105699118,0.292835782782068,2.00750908220353
"mH[4, 9]",2012,"3","mH",0.707674810419834,0.322447489020926,2.33740306281792
"mH[5, 10]",2013,"4+","mH",0.426330476120664,0.209852095147535,0.806199137170182
"mH[5, 11]",2014,"4+","mH",0.375182806136087,0.1879208444855,0.702120772137676
"mH[5, 12]",2015,"4+","mH",0.354393085499883,0.183706230105759,0.643449658743749
"mH[5, 13]",2016,"4+","mH",0.412298296739585,0.212820969839041,0.759408315664136
"mH[5, 14]",2017,"4+","mH",0.299941199861544,0.152632770508827,0.586971723560533
"mH[5, 15]",2018,"4+","mH",0.439188325651993,0.230855395157416,0.758235717627533
"mH[5, 16]",2019,"4+","mH",0.783521021642552,0.406161333662501,1.4154465674943
"mH[5, 17]",2020,"4+","mH",0.455679019397033,0.240023819671419,0.852311368316267
"mH[5, 18]",2021,"4+","mH",0.437617195406321,0.214520623308093,0.92842729036308
"mH[5, 1]",2004,"4+","mH",0.374712684788909,0.184042077986098,0.667198912500583
"mH[5, 2]",2005,"4+","mH",0.541361527020891,0.267687649998415,0.957796682979029
"mH[5, 3]",2006,"4+","mH",0.516130355169019,0.260880283983523,0.923226585273038
"mH[5, 4]",2007,"4+","mH",0.400089968618074,0.197854672372393,0.737352855852008
"mH[5, 5]",2008,"4+","mH",0.427586835402169,0.209059719838836,0.780930555639665
"mH[5, 6]",2009,"4+","mH",0.357683176321172,0.176271345207862,0.652646495008809
"mH[5, 7]",2010,"4+","mH",0.514668008624782,0.272681175320171,0.881343157125058
"mH[5, 8]",2011,"4+","mH",0.357411114796129,0.18395433691723,0.640546843776657
"mH[5, 9]",2012,"4+","mH",0.41102170261902,0.204398792136763,0.745705575027934
"mHs[1, 10]",2013,"0","mHs",0.0560443826913495,0.0148071607949257,0.186695524127674
"mHs[1, 11]",2014,"0","mHs",0.0558085099328235,0.0147887420978305,0.1906093328048
"mHs[1, 12]",2015,"0","mHs",0.0556747975058703,0.0136261143420547,0.187134540433287
"mHs[1, 13]",2016,"0","mHs",0.0557345273994906,0.0131786315691203,0.189240433899747
"mHs[1, 14]",2017,"0","mHs",0.0531040526414358,0.0120646595082545,0.171406827884352
"mHs[1, 15]",2018,"0","mHs",0.0522883956734075,0.0119419378935335,0.160865066439772
"mHs[1, 16]",2019,"0","mHs",0.0545917311492785,0.0132414284695716,0.1726683505187
"mHs[1, 17]",2020,"0","mHs",0.0609557496994229,0.0172375642025632,0.385651142906462
"mHs[1, 18]",2021,"0","mHs",0.0608275036555481,0.0171156328994079,0.390100166153652
"mHs[1, 1]",2004,"0","mHs",0.0597425832329878,0.0162086318719158,0.349668404360967
"mHs[1, 2]",2005,"0","mHs",0.08341534142148,0.042649584642126,0.166033854760876
"mHs[1, 3]",2006,"0","mHs",0.064030080007492,0.0329788537382723,0.127846439585827
"mHs[1, 4]",2007,"0","mHs",0.0519845826966167,0.0235785220330813,0.110249051351642
"mHs[1, 5]",2008,"0","mHs",0.0280405135897853,0.00709387141857699,0.0677129557745075
"mHs[1, 6]",2009,"0","mHs",0.0692412507865255,0.0343653462438033,0.150655967274803
"mHs[1, 7]",2010,"0","mHs",0.0578347960921191,0.0274130291978915,0.120809823607785
"mHs[1, 8]",2011,"0","mHs",0.0472225704199819,0.0240268477590569,0.0900265448188869
"mHs[1, 9]",2012,"0","mHs",0.0519023710570379,0.0278916874368019,0.101026616402014
"mHs[2, 10]",2013,"1","mHs",0.0341112046501122,0.00867898760702448,0.118385316728909
"mHs[2, 11]",2014,"1","mHs",0.0339420860318392,0.00865838373799598,0.126118486411175
"mHs[2, 12]",2015,"1","mHs",0.0336978070955341,0.00781758900381062,0.120925166091846
"mHs[2, 13]",2016,"1","mHs",0.0337804934972664,0.00826575266614423,0.118149161090573
"mHs[2, 14]",2017,"1","mHs",0.0323272078591451,0.00710308326953384,0.11163157090929
"mHs[2, 15]",2018,"1","mHs",0.0317769907129456,0.00713598468230788,0.101550652186453
"mHs[2, 16]",2019,"1","mHs",0.0330100196867285,0.00745230041901362,0.115657830170765
"mHs[2, 17]",2020,"1","mHs",0.0371034927881656,0.00968659270563469,0.243265553208085
"mHs[2, 18]",2021,"1","mHs",0.0370201781843581,0.00990732775653162,0.257993142513329
"mHs[2, 1]",2004,"1","mHs",0.0362177584985538,0.00950566614132841,0.231514015503827
"mHs[2, 2]",2005,"1","mHs",0.0509192636644086,0.0223150477176936,0.110305644226457
"mHs[2, 3]",2006,"1","mHs",0.0392549099448145,0.0173852504105079,0.084399363178271
"mHs[2, 4]",2007,"1","mHs",0.0318927218999005,0.0130886654705717,0.0689890769381467
"mHs[2, 5]",2008,"1","mHs",0.0169956889762096,0.00422637430945424,0.0429379599077134
"mHs[2, 6]",2009,"1","mHs",0.0424237364877433,0.0185731399620032,0.0969426677226538
"mHs[2, 7]",2010,"1","mHs",0.0353578457365581,0.014868295226841,0.077546337219154
"mHs[2, 8]",2011,"1","mHs",0.0289411549500259,0.0130603923199153,0.0573511117238812
"mHs[2, 9]",2012,"1","mHs",0.0320628101533,0.0148935820523054,0.0628713752171264
"mHs[3, 10]",2013,"2","mHs",0.0719291834541665,0.0175656668611227,0.234086071210765
"mHs[3, 11]",2014,"2","mHs",0.0715260949898693,0.0174311228593722,0.254515831647536
"mHs[3, 12]",2015,"2","mHs",0.0708854701725508,0.0161747114952778,0.243429475163158
"mHs[3, 13]",2016,"2","mHs",0.0714766415079097,0.0161981913615878,0.241967179412331
"mHs[3, 14]",2017,"2","mHs",0.0685617343869551,0.0148709638823883,0.204938425489633
"mHs[3, 15]",2018,"2","mHs",0.0670002162654354,0.0140295863620676,0.20976089407903
"mHs[3, 16]",2019,"2","mHs",0.069585471867039,0.0149411752993821,0.229499448258682
"mHs[3, 17]",2020,"2","mHs",0.0783673114046821,0.0191480772954003,0.498099690084314
"mHs[3, 18]",2021,"2","mHs",0.0786400491091891,0.0192413027658749,0.528774555570957
"mHs[3, 1]",2004,"2","mHs",0.0767528548105422,0.0189024697674675,0.459097558487226
"mHs[3, 2]",2005,"2","mHs",0.105996970815227,0.0497341133034254,0.210929965269857
"mHs[3, 3]",2006,"2","mHs",0.0819976913733806,0.0360253501224887,0.175758087139995
"mHs[3, 4]",2007,"2","mHs",0.0665649799994741,0.0264870059163363,0.142927020112545
"mHs[3, 5]",2008,"2","mHs",0.0352667663207696,0.00822841457337381,0.0961585085532801
"mHs[3, 6]",2009,"2","mHs",0.0887600934150325,0.0401924830765189,0.183997422677877
"mHs[3, 7]",2010,"2","mHs",0.0736235562341136,0.0302334160713516,0.15938244167447
"mHs[3, 8]",2011,"2","mHs",0.0604999923400381,0.0249137777548266,0.12745248800252
"mHs[3, 9]",2012,"2","mHs",0.0667222274344207,0.0297610867198356,0.132704784910296
"mHs[4, 10]",2013,"3","mHs",0.0770447897248758,0.0164021988965979,0.262682114591885
"mHs[4, 11]",2014,"3","mHs",0.0766931714802526,0.016699683835338,0.268139337523519
"mHs[4, 12]",2015,"3","mHs",0.0765930843804882,0.01506063198676,0.272400864225089
"mHs[4, 13]",2016,"3","mHs",0.076788206245933,0.014611645127591,0.268376783900781
"mHs[4, 14]",2017,"3","mHs",0.0726363181052727,0.0135766378114327,0.24805493502911
"mHs[4, 15]",2018,"3","mHs",0.0714813169256602,0.0138789314429009,0.222421255926208
"mHs[4, 16]",2019,"3","mHs",0.0748488196502209,0.013761846405319,0.255602162343696
"mHs[4, 17]",2020,"3","mHs",0.0853338295993206,0.0188395400885613,0.479229267444351
"mHs[4, 18]",2021,"3","mHs",0.0849011848413551,0.0192565620070649,0.513673002472181
"mHs[4, 1]",2004,"3","mHs",0.0834538150219376,0.0180424775637555,0.47260424176189
"mHs[4, 2]",2005,"3","mHs",0.113653491139568,0.0454173094185622,0.24551023492612
"mHs[4, 3]",2006,"3","mHs",0.0874759617807515,0.0334042248361655,0.200501040631537
"mHs[4, 4]",2007,"3","mHs",0.0707042990803671,0.0232161839154963,0.178535590185259
"mHs[4, 5]",2008,"3","mHs",0.0372794917125299,0.00747534382096219,0.12026445037366
"mHs[4, 6]",2009,"3","mHs",0.0951853407522155,0.0347863030622056,0.230747608089123
"mHs[4, 7]",2010,"3","mHs",0.0788160459525426,0.0275129159622658,0.190931824865821
"mHs[4, 8]",2011,"3","mHs",0.0643359406485015,0.0225007469809695,0.1556156790704
"mHs[4, 9]",2012,"3","mHs",0.0708165209580656,0.0261396747449957,0.165971132270253
"mHs[5, 10]",2013,"4+","mHs",0.0333986838384088,0.00657550211912649,0.120604263714284
"mHs[5, 11]",2014,"4+","mHs",0.0331765450046798,0.00617456769886549,0.133489656059239
"mHs[5, 12]",2015,"4+","mHs",0.0328347474016826,0.00618995343528402,0.120588357685618
"mHs[5, 13]",2016,"4+","mHs",0.0329137210298271,0.00587549351251017,0.128389576365075
"mHs[5, 14]",2017,"4+","mHs",0.0312756762862404,0.00554445598078279,0.113113173809467
"mHs[5, 15]",2018,"4+","mHs",0.0305119801452088,0.00537247451404884,0.109439666427411
"mHs[5, 16]",2019,"4+","mHs",0.032168078670687,0.00581809473379874,0.111396574030244
"mHs[5, 17]",2020,"4+","mHs",0.0366968055268451,0.00734066214190924,0.223882956340568
"mHs[5, 18]",2021,"4+","mHs",0.0370098214378731,0.00746735748315818,0.225255819642986
"mHs[5, 1]",2004,"4+","mHs",0.0358035669276897,0.00744177807313966,0.221075021261953
"mHs[5, 2]",2005,"4+","mHs",0.0492281998779428,0.0159423398712226,0.12661449922961
"mHs[5, 3]",2006,"4+","mHs",0.0380211044396705,0.0121914251153252,0.098797224660887
"mHs[5, 4]",2007,"4+","mHs",0.0306353979596511,0.00886018052450795,0.0848099931951981
"mHs[5, 5]",2008,"4+","mHs",0.0161699742636143,0.00302418575445067,0.0551489167519112
"mHs[5, 6]",2009,"4+","mHs",0.0413630041442677,0.0132451431680721,0.110561441227058
"mHs[5, 7]",2010,"4+","mHs",0.0340249311000148,0.0103790636726095,0.0924007140044569
"mHs[5, 8]",2011,"4+","mHs",0.0277902905837036,0.00895766898484361,0.0726862249229871
"mHs[5, 9]",2012,"4+","mHs",0.0307467361733856,0.0100752475745952,0.0774669022671279
"mO[1, 10]",2013,"0","mO",1.48203387666934,0.334737069699972,2.97763036180952
"mO[1, 11]",2014,"0","mO",0.473276358791123,0.0137689877879045,1.18807767722178
"mO[1, 12]",2015,"0","mO",0.43630242981173,0.0104415025498989,1.16476584171682
"mO[1, 13]",2016,"0","mO",0.870426451033485,0.0291937874886514,1.76472816160454
"mO[1, 14]",2017,"0","mO",1.28642141057875,0.108017576282961,2.96206641899397
"mO[1, 15]",2018,"0","mO",1.48577825771125,0.402212318048359,3.6794130770052
"mO[1, 16]",2019,"0","mO",0.700157524449257,0.0229906703907184,1.65142112160391
"mO[1, 17]",2020,"0","mO",0.996082071432009,0.0724938845255607,2.16045145654601
"mO[1, 18]",2021,"0","mO",0.798808631913637,0.0229567722116534,2.30060055705785
"mO[1, 1]",2004,"0","mO",0.857482772820505,0.0346912488143384,2.00189997398247
"mO[1, 2]",2005,"0","mO",0.810068031476089,0.0753856444069137,1.52451771244786
"mO[1, 3]",2006,"0","mO",0.577183275835679,0.0325793368683001,1.37463486919356
"mO[1, 4]",2007,"0","mO",0.602612979743488,0.0408260068125995,1.55064926243377
"mO[1, 5]",2008,"0","mO",1.37970326397095,0.448031891154964,2.37546575083196
"mO[1, 6]",2009,"0","mO",0.88735131693244,0.0506037550832691,1.74911608305162
"mO[1, 7]",2010,"0","mO",0.0168020453581986,4.37331593387803e-08,0.586249737168806
"mO[1, 8]",2011,"0","mO",0.430598683269254,0.0182593070828879,1.16447898903226
"mO[1, 9]",2012,"0","mO",1.78575069825576,0.86967738159682,2.80634681683431
"mO[2, 10]",2013,"1","mO",0.254152312989781,0.015087915024135,0.883287260660684
"mO[2, 11]",2014,"1","mO",0.0750451042874537,0.00156465016444755,0.3296680588427
"mO[2, 12]",2015,"1","mO",0.069910146819353,0.00145387307163714,0.307040548969443
"mO[2, 13]",2016,"1","mO",0.139528047894063,0.00386204061028105,0.414243175307385
"mO[2, 14]",2017,"1","mO",0.218775601875042,0.00932878232829618,0.891748304091066
"mO[2, 15]",2018,"1","mO",0.257527765796094,0.014616519350013,1.30454733529913
"mO[2, 16]",2019,"1","mO",0.112030504041863,0.00254194302938919,0.462699922141937
"mO[2, 17]",2020,"1","mO",0.164977907530807,0.00541515710806448,0.649869950647187
"mO[2, 18]",2021,"1","mO",0.125243162888732,0.00261187112366619,0.639928854316189
"mO[2, 1]",2004,"1","mO",0.136718679442995,0.00397127417419239,0.556685992559002
"mO[2, 2]",2005,"1","mO",0.133487186920903,0.00587974586839596,0.439429412412301
"mO[2, 3]",2006,"1","mO",0.093584147457425,0.00261208650184216,0.430999825666501
"mO[2, 4]",2007,"1","mO",0.100560819252571,0.00345415818499075,0.468111565743666
"mO[2, 5]",2008,"1","mO",0.245908969059314,0.0164465282995765,0.722364355347971
"mO[2, 6]",2009,"1","mO",0.14291678793768,0.0048100839227324,0.516839835571167
"mO[2, 7]",2010,"1","mO",0.00251471198633447,8.34536741197649e-09,0.141041361645826
"mO[2, 8]",2011,"1","mO",0.0683427351363407,0.00198774167370707,0.346168846917875
"mO[2, 9]",2012,"1","mO",0.331880652269191,0.0261360391366489,0.872736470275867
"mO[3, 10]",2013,"2","mO",0.175696916653056,0.00665744259265219,0.669986936520292
"mO[3, 11]",2014,"2","mO",0.0507816549637993,0.000668470253014319,0.288741873126782
"mO[3, 12]",2015,"2","mO",0.045820410969468,0.000591960328458324,0.260170922970229
"mO[3, 13]",2016,"2","mO",0.0942974314754789,0.00128096234915972,0.462753148456147
"mO[3, 14]",2017,"2","mO",0.147781533925054,0.00489230548058209,0.549213977576034
"mO[3, 15]",2018,"2","mO",0.168110955400032,0.00745718907881912,1.09668176448348
"mO[3, 16]",2019,"2","mO",0.0738123665782473,0.00123031563019028,0.40606844497138
"mO[3, 17]",2020,"2","mO",0.109265716594042,0.00239322665436129,0.555222927120649
"mO[3, 18]",2021,"2","mO",0.0828990818083452,0.00116354323198675,0.568114540729464
"mO[3, 1]",2004,"2","mO",0.0901213797109751,0.0016962869670255,0.512048936337431
"mO[3, 2]",2005,"2","mO",0.0902168379363762,0.00229315964535244,0.373622950839804
"mO[3, 3]",2006,"2","mO",0.0636157435872254,0.00120992976527152,0.321973117488872
"mO[3, 4]",2007,"2","mO",0.0687665466162492,0.00129660509726577,0.384999828600843
"mO[3, 5]",2008,"2","mO",0.166313861660564,0.00623336838344878,0.673301577253993
"mO[3, 6]",2009,"2","mO",0.0956610255813405,0.00207157294773889,0.434805145786957
"mO[3, 7]",2010,"2","mO",0.00163784210942542,7.34194751050761e-09,0.0901449879223478
"mO[3, 8]",2011,"2","mO",0.0463031929688946,0.000997856846294191,0.252642129580676
"mO[3, 9]",2012,"2","mO",0.223991140473002,0.00996750740761257,0.844852869021829
"mO[4, 10]",2013,"3","mO",1.35575852349859,0.183570862823048,4.45698783663208
"mO[4, 11]",2014,"3","mO",0.429789063511348,0.00822878188491737,1.70010919175041
"mO[4, 12]",2015,"3","mO",0.39947841773127,0.00574400445935575,1.70491552585558
"mO[4, 13]",2016,"3","mO",0.77710874721169,0.0178524733097558,2.80963415136172
"mO[4, 14]",2017,"3","mO",1.20277607243129,0.0628122952561,4.28115954894028
"mO[4, 15]",2018,"3","mO",1.34611079681924,0.277292182328234,4.84592471322754
"mO[4, 16]",2019,"3","mO",0.630070663192216,0.014866185923199,2.35442155353668
"mO[4, 17]",2020,"3","mO",0.883520964819291,0.0470539439977505,3.24433423339285
"mO[4, 18]",2021,"3","mO",0.721161249110594,0.0142901986145489,3.26174570907126
"mO[4, 1]",2004,"3","mO",0.764360421208609,0.0226648374396462,2.90130779525539
"mO[4, 2]",2005,"3","mO",0.721939829853542,0.0450027462305475,2.40389779622183
"mO[4, 3]",2006,"3","mO",0.525089030299838,0.0213367539492725,1.87266928432048
"mO[4, 4]",2007,"3","mO",0.553596506239967,0.022208051698494,2.33776450626725
"mO[4, 5]",2008,"3","mO",1.24813971324233,0.229442336623385,4.05562786831552
"mO[4, 6]",2009,"3","mO",0.792667257199303,0.0308745023011301,2.81230398714912
"mO[4, 7]",2010,"3","mO",0.0156240774428445,3.76599166879422e-08,0.622336916493682
"mO[4, 8]",2011,"3","mO",0.390722590635443,0.0109246245326548,1.65622436354731
"mO[4, 9]",2012,"3","mO",1.63367134083417,0.413844888789156,4.9830435793572
"mO[5, 10]",2013,"4+","mO",0.0341047850494769,0.000895517930525095,0.211070230158231
"mO[5, 11]",2014,"4+","mO",0.0100009100849373,9.90757953999934e-05,0.0767338280323454
"mO[5, 12]",2015,"4+","mO",0.00906494248690804,9.119281657284e-05,0.0801825349364803
"mO[5, 13]",2016,"4+","mO",0.0182448484724641,0.00019454442309088,0.144928170590269
"mO[5, 14]",2017,"4+","mO",0.0295819736541901,0.000452994430620838,0.199137394500491
"mO[5, 15]",2018,"4+","mO",0.0352709877190588,0.00119627482004638,0.220761108076004
"mO[5, 16]",2019,"4+","mO",0.0147594464377386,0.000167832089638156,0.109539197093842
"mO[5, 17]",2020,"4+","mO",0.0217496096337469,0.000336140805199945,0.155571705674137
"mO[5, 18]",2021,"4+","mO",0.0162444342009716,0.000178739959800729,0.15573700165385
"mO[5, 1]",2004,"4+","mO",0.0178777193036986,0.000211092108918841,0.152206637494437
"mO[5, 2]",2005,"4+","mO",0.0174743895196951,0.000315176722668897,0.125463337078086
"mO[5, 3]",2006,"4+","mO",0.0125364012230257,0.000169776250125902,0.0953358504698224
"mO[5, 4]",2007,"4+","mO",0.0134449207906561,0.0002075777540719,0.096825378629705
"mO[5, 5]",2008,"4+","mO",0.0322819440888694,0.000927659425795536,0.195403867538423
"mO[5, 6]",2009,"4+","mO",0.0188650266244304,0.000258407691832884,0.137721607264909
"mO[5, 7]",2010,"4+","mO",0.000335377676809431,6.78143052317851e-10,0.0230307931799875
"mO[5, 8]",2011,"4+","mO",0.00925640853430173,0.000129843705004936,0.0703220789647066
"mO[5, 9]",2012,"4+","mO",0.0432958927005911,0.00161760733084663,0.235700237366921
"octN[1, 10]",2013,"0","octN",98,42,201
"octN[1, 11]",2014,"0","octN",138,79,263
"octN[1, 12]",2015,"0","octN",304,178,605
"octN[1, 13]",2016,"0","octN",207,112,372.125
"octN[1, 14]",2017,"0","octN",143,69,279
"octN[1, 15]",2018,"0","octN",343,154,1559.125
"octN[1, 16]",2019,"0","octN",208,119,447
"octN[1, 17]",2020,"0","octN",102,53,219.125
"octN[1, 18]",2021,"0","octN",93,45,223
"octN[1, 1]",2004,"0","octN",45,20,116
"octN[1, 2]",2005,"0","octN",103,60,170
"octN[1, 3]",2006,"0","octN",88,54,151
"octN[1, 4]",2007,"0","octN",150,89,316
"octN[1, 5]",2008,"0","octN",117,63.875,196
"octN[1, 6]",2009,"0","octN",66,35,122
"octN[1, 7]",2010,"0","octN",166,127,268
"octN[1, 8]",2011,"0","octN",372,231,698
"octN[1, 9]",2012,"0","octN",315,169.875,529
"octN[2, 10]",2013,"1","octN",37,18,70
"octN[2, 11]",2014,"1","octN",15,5,34
"octN[2, 12]",2015,"1","octN",61,38,99
"octN[2, 13]",2016,"1","octN",146,93,226
"octN[2, 14]",2017,"1","octN",60,30,117
"octN[2, 15]",2018,"1","octN",28,8,73
"octN[2, 16]",2019,"1","octN",48,20,97
"octN[2, 17]",2020,"1","octN",52,29,90
"octN[2, 18]",2021,"1","octN",24,10,53
"octN[2, 1]",2004,"1","octN",45,29,71
"octN[2, 2]",2005,"1","octN",15,9,24
"octN[2, 3]",2006,"1","octN",29,19,44
"octN[2, 4]",2007,"1","octN",30,20,46
"octN[2, 5]",2008,"1","octN",58,39,87
"octN[2, 6]",2009,"1","octN",19,10,35
"octN[2, 7]",2010,"1","octN",21,13,33
"octN[2, 8]",2011,"1","octN",101,72,146
"octN[2, 9]",2012,"1","octN",175,114,271
"octN[3, 10]",2013,"2","octN",73,46,119
"octN[3, 11]",2014,"2","octN",16,8,31
"octN[3, 12]",2015,"2","octN",9,3,20
"octN[3, 13]",2016,"2","octN",36,20,61
"octN[3, 14]",2017,"2","octN",78,48,130
"octN[3, 15]",2018,"2","octN",31,15,61
"octN[3, 16]",2019,"2","octN",11,3,26
"octN[3, 17]",2020,"2","octN",15,6,40
"octN[3, 18]",2021,"2","octN",22,8,45
"octN[3, 1]",2004,"2","octN",52,35,81
"octN[3, 2]",2005,"2","octN",24,16,37
"octN[3, 3]",2006,"2","octN",7,4,12
"octN[3, 4]",2007,"2","octN",14,9,23
"octN[3, 5]",2008,"2","octN",17,10,28
"octN[3, 6]",2009,"2","octN",27,17,43
"octN[3, 7]",2010,"2","octN",11,6,20
"octN[3, 8]",2011,"2","octN",12,7,21
"octN[3, 9]",2012,"2","octN",58,36,93
"octN[4, 10]",2013,"3","octN",24,13,43
"octN[4, 11]",2014,"3","octN",33,18,57
"octN[4, 12]",2015,"3","octN",8,3,18
"octN[4, 13]",2016,"3","octN",4,1,12
"octN[4, 14]",2017,"3","octN",18,8,34
"octN[4, 15]",2018,"3","octN",43,23,77
"octN[4, 16]",2019,"3","octN",14,6,27
"octN[4, 17]",2020,"3","octN",4,1,11
"octN[4, 18]",2021,"3","octN",7,2,21
"octN[4, 1]",2004,"3","octN",11,5,24
"octN[4, 2]",2005,"3","octN",25,15,42
"octN[4, 3]",2006,"3","octN",10,6,18
"octN[4, 4]",2007,"3","octN",3,1,7
"octN[4, 5]",2008,"3","octN",7,3,14
"octN[4, 6]",2009,"3","octN",8,3,15
"octN[4, 7]",2010,"3","octN",14,7,24
"octN[4, 8]",2011,"3","octN",6,2,12
"octN[4, 9]",2012,"3","octN",8,3,14
"octN[5, 10]",2013,"4+","octN",17,10,28
"octN[5, 11]",2014,"4+","octN",25,13,40
"octN[5, 12]",2015,"4+","octN",38,21.875,60
"octN[5, 13]",2016,"4+","octN",31,14,53
"octN[5, 14]",2017,"4+","octN",22,8,41
"octN[5, 15]",2018,"4+","octN",29,14,48
"octN[5, 16]",2019,"4+","octN",46,29,67
"octN[5, 17]",2020,"4+","octN",25,12,44
"octN[5, 18]",2021,"4+","octN",18,8,34
"octN[5, 1]",2004,"4+","octN",28,16,50
"octN[5, 2]",2005,"4+","octN",23,13,43
"octN[5, 3]",2006,"4+","octN",24,14,45
"octN[5, 4]",2007,"4+","octN",19,10,38
"octN[5, 5]",2008,"4+","octN",14,7,31
"octN[5, 6]",2009,"4+","octN",14,6,28
"octN[5, 7]",2010,"4+","octN",15,8,28
"octN[5, 8]",2011,"4+","octN",17,9,31
"octN[5, 9]",2012,"4+","octN",17,9,30
"rho[1, 10]",2013,"0","rho",0,0,0
"rho[1, 11]",2014,"0","rho",0,0,0
"rho[1, 12]",2015,"0","rho",0,0,0
"rho[1, 13]",2016,"0","rho",0,0,0
"rho[1, 14]",2017,"0","rho",0,0,0
"rho[1, 15]",2018,"0","rho",0,0,0
"rho[1, 16]",2019,"0","rho",0,0,0
"rho[1, 17]",2020,"0","rho",0,0,0
"rho[1, 18]",2021,"0","rho",0,0,0
"rho[1, 19]",2022,"0","rho",0,0,0
"rho[1, 1]",2004,"0","rho",0,0,0
"rho[1, 2]",2005,"0","rho",0,0,0
"rho[1, 3]",2006,"0","rho",0,0,0
"rho[1, 4]",2007,"0","rho",0,0,0
"rho[1, 5]",2008,"0","rho",0,0,0
"rho[1, 6]",2009,"0","rho",0,0,0
"rho[1, 7]",2010,"0","rho",0,0,0
"rho[1, 8]",2011,"0","rho",0,0,0
"rho[1, 9]",2012,"0","rho",0,0,0
"rho[2, 10]",2013,"1","rho",3.95854102766514,3.10979113706344,4.72668840960101
"rho[2, 11]",2014,"1","rho",4.3112913677383,3.54781018691645,5.27268372057114
"rho[2, 12]",2015,"1","rho",4.41094328881911,3.58593714636648,5.17455538896659
"rho[2, 13]",2016,"1","rho",4.39754495932889,3.6739564955409,5.14472020352902
"rho[2, 14]",2017,"1","rho",4.07913974329923,3.21544997161309,4.9308641468279
"rho[2, 15]",2018,"1","rho",5.04043359440463,4.07176304987033,6.57598055631633
