"Numéro";"N° Etiquette";"Commune de Prélèvement";"GIC";"Mode Prélt";"Nom";"Date de Mort";"MOIS";"Saison";"saison reprod";"Poids";"Sexe";"Prvt Utérus";"Femelle Allaitante";"Foetus (DSV)";"Femelle non repro";"Phase pré-implan-tatoire";"Nbre d'Emb";"Nbre de res";"Nbre de Cicat Année n";"Nbre de cic de res ou de n-1";"Prvt Dent";"Agedents";"Remarques";"reprod";"nbrepro";"Age"
1436;"1599";"10302";"S";"T";"DOSSOT";13/8/2009 00:00:00;8;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1437;"1770";"10188";"S";"T";"BERGERAT";13/8/2009 00:00:00;8;4.00;5;5.50;"M";;;;;;;;;;"O";0.00;;;;0
1438;"1771";"10188";"S";"T";"BERGERAT";13/8/2009 00:00:00;8;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1439;"1772";"10083";"S";"T";"BERGERAT";13/8/2009 00:00:00;8;4.00;5;7.25;"M";;;;;;;;;;"O";1.00;;;;1
1440;"1773";"10181";"S";"T";"BERGERAT";13/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1441;"1774";"10034";"B";"T";"BERGERAT";13/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1442;"1794";"10034";"S";"T";"BERGERAT";13/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1443;"1600";"10437";"S";"T";"DOSSOT";18/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1444;"1799";"10438";"B";"A";"BABILLOTTE";18/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1445;"1601";"10295";"S";"T";"BAZIN";20/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1446;"1602";"10296";"S";"T";"DOSSOT";20/8/2009 00:00:00;8;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1447;"1603";"10418";"S";"T";"BAZIN";20/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1448;"1604";"10418";"S";"T";"DOSSOT";20/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1449;"1605";"10181";"S";"T";"BAZIN";20/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1450;"1606";"10188";"S";"T";"BAZIN";20/8/2009 00:00:00;8;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1451;"1607";"10188";"S";"T";"BAZIN";20/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1452;"1608";"10181";"S";"T";"DOSSOT";20/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1453;"1609";"10181";"S";"T";"BAZIN";20/8/2009 00:00:00;8;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1454;"1801";"10438";"B";"A";"BABILLOTTE";22/8/2009 00:00:00;8;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1455;"1474";"10331";"S";"G";"JOUOT";23/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1456;"1748";"10443";"S";"G";"PEPIN";23/8/2009 00:00:00;8;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1457;"1800";"10438";"B";"A";"BABILLOTTE";23/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1458;"1802";"10034";"S";"P";"FOUGEROUX";25/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1459;"1775";"10296";"S";"T";"BERGERAT";27/8/2009 00:00:00;8;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1460;"1797";"10331";"S";"T";"BERGERAT";27/8/2009 00:00:00;8;4.00;5;6.90;"M";;;;;;;;;;"O";1.00;;;;1
1461;"1798";"10418";"S";"T";"BERGERAT";27/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1462;"1803";"10443";"S";"P";"PEPIN";31/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1463;"1804";"10213";"B";"P";"THIERRY";1/9/2009 00:00:00;9;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1464;"1805";"10213";"B";"P";"THIERRY";2/9/2009 00:00:00;9;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1465;"1806";"10438";"B";"P";"BABILLOTTE";2/9/2009 00:00:00;9;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1466;"1686";"10443";"S";"T";"BERGERAT";3/9/2009 00:00:00;9;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1467;"1687";"10432";"S";"T";"BERGERAT";3/9/2009 00:00:00;9;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1468;"1689";"10432";"S";"T";"BERGERAT";3/9/2009 00:00:00;9;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1469;"1690";"10034";"S";"T";"BERGERAT";3/9/2009 00:00:00;9;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1470;"1777";"10331";"S";"T";"BERGERAT";3/9/2009 00:00:00;9;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1471;"1795";"10034";"S";"T";"BERGERAT";3/9/2009 00:00:00;9;4.00;5;5.40;"F";"N";;;;;;;;;"O";1.00;;;;1
1472;"1796";"10432";"S";"T";"BERGERAT";3/9/2009 00:00:00;9;4.00;5;5.90;"M";;;;;;;;;;"O";0.00;;;;0
1473;"1807";"10213";"B";"P";"THIERRY";3/9/2009 00:00:00;9;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1474;"1776 bis";"10399";"S";"T";"BERGERAT";3/9/2009 00:00:00;9;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1475;"1776";"10399";"S";"T";"BERGERAT";8/9/2009 00:00:00;9;4.00;5;6.10;"M";;;;;;;;;;"O";1.00;"JEUNE EQUARRISSAGE";;;1
1476;"1808";"10443";"S";"C";"MARTIN";13/9/2009 00:00:00;9;4.00;5;5.60;"F";"N";;;;;;;;;"O";1.00;;;;1
1477;"1610";"10181";"S";"T";"BAZIN";14/9/2009 00:00:00;9;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1478;"1643";"10188";"S";"T";"BAZIN";14/9/2009 00:00:00;9;4.00;5;7.80;"M";;;;;;;;;;"O";2.00;;;;2
1479;"1645";"10188";"S";"T";"DOSSOT";14/9/2009 00:00:00;9;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1480;"1646";"10188";"S";"T";"BAZIN";14/9/2009 00:00:00;9;4.00;5;6.60;"F";"N";;;;;;;;;"O";3.00;;;;3
1481;"1647";"10418";"S";"T";"DOSSOT";14/9/2009 00:00:00;9;4.00;5;5.80;"M";;;;;;;;;;"O";0.00;;;;0
1482;"1676";"10296";"S";"T";"CHASTRAGNAT";15/9/2009 00:00:00;9;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1483;"1678";"10246";"S";"T";"CHASTRAGNAT";15/9/2009 00:00:00;9;4.00;5;5.30;"F";"N";;;;;;;;;"O";1.00;;;;1
1484;"1681";"10363";"S";"T";"CHASTRAGNAT";15/9/2009 00:00:00;9;4.00;5;6.90;"M";;;;;;;;;;"O";0.00;;;;0
1485;"1682";"10432";"S";"T";"CHASTRAGNAT";15/9/2009 00:00:00;9;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1486;"1683";"10246";"S";"T";"CHASTRAGNAT";15/9/2009 00:00:00;9;4.00;5;5.20;"F";"N";;;;;;;;;"O";2.00;;;;2
1487;"1691";"10034";"B";"T";"CHASTRAGNAT";15/9/2009 00:00:00;9;4.00;5;5.80;"F";"N";;;;;;;;;"O";7.00;;;;7
1488;"1809";"10213";"B";"P";"THIERRY";17/9/2009 00:00:00;9;4.00;5;5.40;"M";;;;;;;;;;"O";0.00;;;;0
1489;"1751";"10188";"S";"C";"MARECHAL";20/9/2009 00:00:00;9;4.00;5;6.00;"F";"N";;;;;;;;;"O";2.00;;;;2
1490;"1752";"10188";"S";"V";"PEPIN";21/9/2009 00:00:00;9;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1491;"1651";"10331";"S";"T";"BAUDOUX";24/9/2009 00:00:00;9;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1492;"1652";"10188";"S";"T";"DOSSOT";24/9/2009 00:00:00;9;4.00;5;7.00;"M";;;;;;;;;;"O";1.00;;;;1
1493;"1818";"10232";"B";"P";"RIVIERE";28/9/2009 00:00:00;9;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1494;"1829";"10363";"S";"C";"ROBIN";28/9/2009 00:00:00;9;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1495;"1653";"10296";"S";"T";"DOSSOT";29/9/2009 00:00:00;9;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1496;"1654";"10295";"S";"T";"DOSSOT";29/9/2009 00:00:00;9;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1497;"1677";"10432";"S";"T";"PLOUVIEZ";1/10/2009 00:00:00;10;5.00;5;9.00;"M";;;;;;;;;;"O";2.00;;;;2
1498;"1679";"10331";"S";"T";"PLOUVIEZ";1/10/2009 00:00:00;10;5.00;5;6.80;"M";;;;;;;;;;"O";0.00;;;;0
1499;"1819";"10215";"B";"V";"MAREY";1/10/2009 00:00:00;10;5.00;5;6.60;"M";;;;;;;;;;"O";0.00;;;;0
1500;"1692";"10246";"S";"T";"PLOUVIEZ";2/10/2009 00:00:00;10;5.00;5;;"M";;;;;;;;;;"N";;"JEUNE";;;
1501;"1693";"10246";"S";"T";"PLOUVIEZ";2/10/2009 00:00:00;10;5.00;5;;"M";;;;;;;;;;"N";;"JEUNE";;;
1502;"1832";"10034";"B";"C";"LUCAS";3/10/2009 00:00:00;10;5.00;5;7.80;"M";;;;;;;;;;"O";4.00;;;;4
1503;"1834";"10188";"S";"C";"MARECHAL";4/10/2009 00:00:00;10;5.00;5;;"M";;;;;;;;;;"N";;"JEUNE";;;
1504;"1655";"10437";"S";"T";"PLOUVIEZ";8/10/2009 00:00:00;10;5.00;5;5.90;"M";;;;;;;;;;"O";0.00;;;;0
1505;"1820";"10215";"B";"C";"MAREY";11/10/2009 00:00:00;10;5.00;5;7.50;"M";;;;;;;;;;"O";1.00;;;;1
1506;"1821";"10331";"S";"P";"JOUOT";12/10/2009 00:00:00;10;5.00;5;6.00;"M";;;;;;;;;;"O";0.00;;;;0
1507;"1694";"10296";"S";"T";"BERGERAT";15/10/2009 00:00:00;10;5.00;5;5.70;"M";;;;;;;;;;"O";1.00;;;;1
1508;"1695";"10295";"S";"T";"BERGERAT";15/10/2009 00:00:00;10;5.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE";;;
1509;"1696";"10188";"S";"T";"BERGERAT";15/10/2009 00:00:00;10;5.00;5;8.90;"M";;;;;;;;;;"O";3.00;;;;3
1510;"1697";"10432";"S";"T";"BERGERAT";15/10/2009 00:00:00;10;5.00;5;6.30;"M";;;;;;;;;;"O";1.00;;;;1
1511;"1698";"10158";"S";"T";"BERGERAT";15/10/2009 00:00:00;10;5.00;5;6.70;"M";;;;;;;;;;"O";1.00;;;;1
1512;"1822";"10213";"B";"P";"MOTTARD";19/10/2009 00:00:00;10;5.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE";;;
1513;"1656";"10331";"S";"T";"ROUSSET";22/10/2009 00:00:00;10;5.00;5;5.90;"M";;;;;;;;;;"O";0.00;;;;0
1514;"1657";"10246";"S";"T";"ROUSSET";22/10/2009 00:00:00;10;5.00;5;5.70;"F";"N";;;;;;;;;"O";3.00;;;;3
1515;"1658";"10188";"S";"T";"ROUSSET";22/10/2009 00:00:00;10;5.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE";;;
1516;"1659";"10418";"S";"T";"ROUSSET";22/10/2009 00:00:00;10;5.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE";;;
1517;"1823";"10045";"B";"P";"CARRIC";22/10/2009 00:00:00;10;5.00;5;6.10;"M";;;;;;;;;;"O";0.00;;;;0
1518;"1824";"10252";"B";"P";"CAILLE";22/10/2009 00:00:00;10;5.00;5;5.60;"M";;;;;;;;;;"O";0.00;;;;0
1519;"1825";"10045";"B";"C";"CARRIC";24/10/2009 00:00:00;10;5.00;5;5.70;"F";"N";;;;;;;;;"O";2.00;;;;2
1520;"1827";"10432";"S";"C";"BERTON";24/10/2009 00:00:00;10;5.00;5;5.40;"F";"N";;;;;;;;;"O";0.00;;;;0
1521;"1826";"10358";"S";"C";"PHILBERT";25/10/2009 00:00:00;10;5.00;5;6.50;"M";;;;;;;;;;"O";2.00;;;;2
1522;"1838";"10069";"B";"P";"PICART";27/10/2009 00:00:00;10;5.00;5;4.70;"M";;;;;;;;;;"O";0.00;;;;0
1523;"1753";"10213";"B";"P";"MOTTARD";28/10/2009 00:00:00;10;5.00;5;5.20;"F";"N";;;;;;;;;"O";1.00;;;;1
1524;"1754";"10158";"S";"C";"ANDRES";30/10/2009 00:00:00;10;5.00;5;5.20;"M";;;;;;;;;;"O";0.00;"BALLE DE POUMON";;;0
1525;"1840";"10213";"B";"C";"CLIVOT";30/10/2009 00:00:00;10;5.00;5;7.50;"M";;;;;;;;;;"O";1.00;;;;1
1526;"1675";"10331";"S";"T";"ROUSSET";5/11/2009 00:00:00;11;5.00;5;5.80;"M";;;;;;;;;;"O";0.00;"BALLE DE POUMON";;;0
1527;"1684";"10399";"S";"T";"ROUSSET";5/11/2009 00:00:00;11;5.00;5;5.60;"F";"N";;;;;;;;;"O";0.00;;;;0
1528;"1755";"10376";"B";"C";"CHARDIN";8/11/2009 00:00:00;11;5.00;5;6.50;"M";;;;;;;;;;"O";1.00;;;;1
1529;"1842";"10295";"S";"C";"VIARDOT";8/11/2009 00:00:00;11;5.00;5;5.50;"F";"N";;;;;;;;;"O";0.00;;;;0
1530;"1843";"10358";"S";"C";"PHILBERT";8/11/2009 00:00:00;11;5.00;5;7.70;"M";;;;;;;;;;"O";2.00;;;;2
1531;"1844";"10246";"S";"C";"MARLIER";11/11/2009 00:00:00;11;5.00;5;6.70;"M";;;;;;;;;;"O";0.00;;;;0
1532;"1660";"10158";"S";"T";"DOSSOT";12/11/2009 00:00:00;11;5.00;5;5.10;"F";"N";;;;;;;;;"O";0.00;;;;0
1533;"1828";"10213";"B";"P";"MOTTARD";12/11/2009 00:00:00;11;5.00;5;4.80;"F";"N";;;;;;;;;"N";;;;;
1534;"1845";"10213";"B";"P";"MOTTARD";14/11/2009 00:00:00;11;5.00;5;5.70;"M";;;;;;;;;;"O";1.00;"BALLE DE POUMON";;;1
1535;"1841";"10188";"S";"C";"CHUISEL";15/11/2009 00:00:00;11;5.00;5;5.30;"M";;;;;;;;;;"O";0.00;"BALLE DE POUMON";;;0
1536;"1846";"10213";"B";"P";"MOTTARD";16/11/2009 00:00:00;11;5.00;5;5.40;"F";"N";;;;;;;;;"O";0.00;"BALLE DE POUMON";;;0
1537;"1661";"10295";"S";"T";"DOSSOT";18/11/2009 00:00:00;11;5.00;5;5.80;"F";"N";;;;;;;;;"O";1.00;;;;1
1538;"1662";"10437";"S";"T";"DOSSOT";18/11/2009 00:00:00;11;5.00;5;6.40;"M";;;;;;;;;;"O";0.00;" ";;;0
1539;"1847";"10213";"B";"P";"THIERRY";20/11/2009 00:00:00;11;5.00;5;6.70;"M";;;;;;;;;;"O";0.00;"1 CROC";;;0
1540;"1850";"10358";"S";"P";"PHILBERT";20/11/2009 00:00:00;11;5.00;5;4.20;"M";;;;;;;;;;"O";0.00;"CROCS CASSES";;;0
1541;"1848";"10432";"S";"P";"THOMAS";21/11/2009 00:00:00;11;5.00;5;4.80;"F";"N";;;;;;;;;"O";0.00;" ";;;0
1542;"1854";"10443";"S";"C";"PEPIN";21/11/2009 00:00:00;11;5.00;5;5.80;"F";"N";;;;;;;;;"O";8.00;"ATTRAPE PAR LES CHIENS";;;8
1543;"1849";"10295";"S";"C";"DEZAN";22/11/2009 00:00:00;11;5.00;5;5.80;"M";;;;;;;;;;"O";4.00;;;;4
1544;"1663";"10302";"S";"T";"BAZIN";24/11/2009 00:00:00;11;5.00;5;6.20;"F";"N";;;;;;;;;"O";5.00;"1 CROC";;;5
1545;"1664";"10302";"S";"T";"BAZIN";24/11/2009 00:00:00;11;5.00;5;5.10;"F";"N";;;;;;;;;"O";0.00;;;;0
1546;"1665";"10188";"S";"T";"DOSSOT";24/11/2009 00:00:00;11;5.00;5;6.40;"M";;;;;;;;;;"O";0.00;;;;0
1547;"1855";"10399";"S";"P";"MICHAUX";24/11/2009 00:00:00;11;5.00;5;6.60;"M";;;;;;;;;;"O";0.00;;;;0
1548;"1851";"10331";"S";"P";"JOUOT";25/11/2009 00:00:00;11;5.00;5;6.50;"F";"N";;;;;;;;;"O";5.00;;;;5
1549;"1852";"10432";"S";"P";"THOMAS";25/11/2009 00:00:00;11;5.00;5;5.90;"F";"N";;;;;;;;;"O";0.00;;;;0
1550;"1853";"10399";"S";"P";"MICHAUX";26/11/2009 00:00:00;11;5.00;5;5.45;"F";"N";;;;;;;;;"O";1.00;;;;1
1551;"1857";"10437";"S";"C";"TETEVIDE";29/11/2009 00:00:00;11;5.00;5;5.80;"F";"N";;;;;;;;;"O";2.00;;;;2
1552;"1856";"10432";"S";"P";"THOMAS";30/11/2009 00:00:00;11;5.00;5;6.50;"M";;;;;;;;;;"O";1.00;;;;1
1553;"1858";"10009";"S";"P";"VIARDOT";30/11/2009 00:00:00;11;5.00;5;4.45;"M";;;;;;;;;;"O";0.00;;;;0
1554;"1863";"10432";"S";"T";"DOSSOT";2/12/2009 00:00:00;12;5.00;5;6.20;"M";;;;;;;;;;"O";0.00;;;;0
1555;"1859";"10034";"B";"C";"LUCAS";5/12/2009 00:00:00;12;5.00;5;6.00;"M";;;;;;;;;;"O";0.00;"BALLE DE POUMON";;;0
1556;"1906";"10432";"S";"C";"BERTON";5/12/2009 00:00:00;12;5.00;5;6.50;"M";;;;;;;;;;"O";0.00;"BALLE DE POUMON";;;0
1557;"1860";"10181";"S";"C";"MALARME";6/12/2009 00:00:00;12;5.00;5;5.70;"M";;;;;;;;;;"O";0.00;"BALLE DE POUMON";;;0
1558;"1861";"10188";"S";"C";"JUILLET";6/12/2009 00:00:00;12;5.00;5;4.50;"F";"N";;;;;;;;;"O";3.00;"BALLE DE POUMON";;;3
1559;"1685";"10188";"S";"T";"BERGERAT";7/12/2009 00:00:00;12;5.00;5;6.40;"M";;;;;;;;;;"O";0.00;"BALLE DE POUMON";;;0
1560;"1688";"10049";"S";"T";"BERGERAT";7/12/2009 00:00:00;12;5.00;5;6.70;"F";"N";;;;;;;;;"O";0.00;;;;0
1561;"1699";"10399";"S";"T";"BERGERAT";7/12/2009 00:00:00;12;5.00;5;6.10;"F";"N";;;;;;;;;"O";0.00;;;;0
1562;"1700";"10034";"B";"T";"BERGERAT";7/12/2009 00:00:00;12;5.00;5;5.00;"F";"N";;;;;;;;;"O";0.00;;;;0
1563;"1907";"10158";"S";"P";"ANDRES";12/12/2009 00:00:00;12;5.00;5;5.10;"F";"N";;;;;;;;;"O";1.00;;;;1
1564;"1617";"10049";"S";"T";"BARTH";15/12/2009 00:00:00;12;5.00;5;5.60;"F";"N";;;;;;;;;"O";8.00;;;;8
1565;"1778";"10188";"S";"T";"BARTH";15/12/2009 00:00:00;12;5.00;5;6.10;"M";;;;;;;;;;"O";0.00;;;;0
1566;"1779";"10246";"S";"T";"BARTH";15/12/2009 00:00:00;12;5.00;5;7.10;"M";;;;;;;;;;"O";0.00;;;;0
1567;"1780";"10188";"S";"T";"BARTH";15/12/2009 00:00:00;12;5.00;5;6.90;"M";;;;;;;;;;"O";4.00;;;;4
1568;"1781";"10363";"S";"T";"BARTH";15/12/2009 00:00:00;12;5.00;5;5.95;"M";;;;;;;;;;"O";0.00;;;;0
1569;"1783";"10399";"S";"T";"BARTH";15/12/2009 00:00:00;12;5.00;5;5.30;"F";"N";;;;;;;;;"O";0.00;;;;0
1570;"1784";"10246";"S";"T";"BARTH";15/12/2009 00:00:00;12;5.00;5;6.40;"M";;;;;;;;;;"N";;;;;
1571;"1790";"10331";"S";"T";"BARTH";15/12/2009 00:00:00;12;5.00;5;5.90;"M";;;;;;;;;;"O";0.00;;;;0
1572;"1792";"10331";"S";"T";"BARTH";15/12/2009 00:00:00;12;5.00;5;4.10;"F";"N";;;;;;;;;"O";0.00;;;;0
1573;"1908";"10432";"S";"P";"THOMAS";16/12/2009 00:00:00;12;5.00;5;6.70;"M";;;;;;;;;;"O";0.00;;;;0
1574;"1912";"10069";"B";"P";"PICART";17/12/2009 00:00:00;12;5.00;5;6.30;"M";;;;;;;;;;"O";0.00;;;;0
1575;"1909";"10215";"B";"S";"MAREY";19/12/2009 00:00:00;12;5.00;5;5.25;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1576;"1910";"10252";"B";"P";"CAILLE";19/12/2009 00:00:00;12;5.00;5;5.50;"F";"N";"N";;;;;;;;"O";1.00;;;;1
1577;"1911";"10252";"B";"P";"CAILLE";19/12/2009 00:00:00;12;5.00;5;5.00;"F";"N";"N";;;;;;;;"O";1.00;;;;1
1578;"1913";"10331";"S";"P";"JOUOT";25/12/2009 00:00:00;12;5.00;5;4.40;"F";"N";;;;;;;;;"O";0.00;;;;0
1579;"1914";"10331";"S";"P";"JOUOT";25/12/2009 00:00:00;12;5.00;5;7.55;"M";;;;;;;;;;"O";0.00;;;;0
1580;"1915";"10331";"S";"P";"JOUOT";25/12/2009 00:00:00;12;5.00;5;5.60;"F";"N";;;;;;;;;"O";0.00;;;;0
1581;"1916";"10432";"S";"C";"CHARLOT";26/12/2009 00:00:00;12;5.00;5;6.65;"M";;;;;;;;;;"O";0.00;;;;0
1582;"1918";"10213";"B";"P";"MOTTARD";26/12/2009 00:00:00;12;5.00;5;5.05;"M";;;;;;;;;;"O";0.00;;;;0
1583;"1917";"10055";"S";"C";"THIERRY";27/12/2009 00:00:00;12;5.00;5;6.50;"M";;;;;;;;;;"O";0.00;;;;0
1584;"1927";"10331";"S";"T";"BERGERAT";29/12/2009 00:00:00;12;5.00;5;5.25;"F";"N";;;;;;;;;"O";0.00;;;;0
1585;"1928";"10009";"S";"T";"BERGERAT";29/12/2009 00:00:00;12;5.00;5;5.65;"F";"N";;;;;;;;;"O";1.00;;;;1
1586;"1929";"10331";"S";"T";"BERGERAT";29/12/2009 00:00:00;12;5.00;5;7.00;"M";;;;;;;;;;"O";0.00;;;;0
1587;"1930";"10213";"B";"P";"MOTTARD";31/12/2009 00:00:00;12;5.00;5;4.60;"F";"N";"N";;;;;;;;"O";1.00;;;;1
1588;"1932";"10358";"S";"C";"PHILBERT";3/1/2010 00:00:00;1;5.00;5;4.70;"F";"N";"N";;;;;;;;"O";7.00;;;;7
1589;"1919";"10427";"B";"A";"COURTOT";5/1/2010 00:00:00;1;5.00;5;4.70;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1590;"1920";"10045";"B";"V";"CARRIC";6/1/2010 00:00:00;1;5.00;5;5.80;"M";;;;;;;;;;"O";0.00;;;;0
1591;"1933";"10432";"S";"P";"THOMAS";7/1/2010 00:00:00;1;5.00;5;6.30;"M";;;;;;;;;;"O";1.00;;;;1
1592;"1922";"10376";"B";"C";"CHARDIN";9/1/2010 00:00:00;1;5.00;5;4.70;"F";"N";;;;;;;;;"O";0.00;;;;0
1593;"1921";"10055";"S";"C";"THIERRY";10/1/2010 00:00:00;1;5.00;5;6.50;"M";;;;;;;;;;"O";0.00;;;;0
1594;"1923";"10158";"S";"P";"ANDRES";14/1/2010 00:00:00;1;5.00;5;5.80;"M";;;;;;;;;;"O";0.00;;;;0
1595;"1924";"10213";"B";"P";"MOTTARD";14/1/2010 00:00:00;1;5.00;5;5.40;"F";"N";;;;;;;;;"O";0.00;;;;0
1596;"1925";"10213";"B";"P";"MOTTARD";16/1/2010 00:00:00;1;5.00;5;5.00;"F";"N";;;;;;;;;"O";0.00;;;;0
1597;"1944";"10331";"S";"P";"JOUOT";16/1/2010 00:00:00;1;5.00;5;9.70;"F";"N";;;;;;;;;"N";;;;;
1598;"1926";"10215";"B";"C";"CLEMENT";17/1/2010 00:00:00;1;5.00;5;6.00;"M";;;;;;;;;;"O";0.00;;;;0
1599;"1934";"10252";"B";"P";"CAILLE";19/1/2010 00:00:00;1;5.00;5;6.30;"M";;;;;;;;;;"O";4.00;;;;4
1600;"1935";"10331";"S";"P";"JOUOT";20/1/2010 00:00:00;1;5.00;5;7.30;"M";;;;;;;;;;"O";0.00;;;;0
1601;"1936";"10331";"S";"P";"JOUOT";20/1/2010 00:00:00;1;5.00;5;4.80;"F";"N";;;;;;;;;"O";0.00;;;;0
1602;"1937";"10376";"B";"P";"CHARDIN";21/1/2010 00:00:00;1;5.00;5;5.60;"F";"N";;;;;;;;;"O";0.00;;;;0
1603;"1938";"10213";"B";"P";"MOTTARD";21/1/2010 00:00:00;1;5.00;5;7.20;"M";;;;;;;;;;"O";0.00;;;;0
1604;"1939";"10045";"B";"S";"MAREY";22/1/2010 00:00:00;1;5.00;5;6.30;"M";;;;;;;;;;"O";0.00;;;;0
1605;"1940";"10252";"B";"P";"CAILLE";22/1/2010 00:00:00;1;5.00;5;5.00;"F";"N";;;;;;;;;"O";0.00;;;;0
1606;"1941";"10331";"S";"P";"JOUOT";22/1/2010 00:00:00;1;5.00;5;5.80;"F";"N";;;;;;;;;"O";0.00;;;;0
1607;"1942";"10213";"B";"P";"THIERRY";23/1/2010 00:00:00;1;5.00;5;7.20;"M";;;;;;;;;;"O";1.00;;;;1
1608;"1943";"10045";"B";"C";"CARRIC";24/1/2010 00:00:00;1;5.00;5;6.40;"M";;;;;;;;;;"O";0.00;;;;0
1609;"1945";"10252";"B";"P";"CAILLE";25/1/2010 00:00:00;1;5.00;5;5.30;"F";"N";;;;;;;;;"O";1.00;;;;1
1610;"1946";"10252";"B";"P";"CAILLE";25/1/2010 00:00:00;1;5.00;5;5.70;"M";;;;;;;;;;"O";0.00;;;;0
1611;"1947";"10213";"B";"P";"THIERRY";26/1/2010 00:00:00;1;5.00;5;4.30;"F";"N";;;;;;;;;"O";0.00;;;;0
