"Numéro";"N° Etiquette";"Commune de Prélèvement";"GIC";"Mode Prélt";"Nom";"Date de Mort";"MOIS";"Saison";"saison reprod";"Poids";"Sexe";"Prvt Utérus";"Femelle Allaitante";"Foetus (DSV)";"Femelle non repro";"Phase pré-implan-tatoire";"Nbre d'Emb";"Nbre de res";"Nbre de Cicat Année n";"Nbre de cic de res ou de n-1";"Prvt Dent";"Agedents";"Remarques";"reprod";"nbrepro";"Age"
1265;"1284";"10181";"S";"T";"DOSSOT";10/3/2009 00:00:00;3;4.00;5;5.15;"F";"O Dsv";"N";"3 Foetus";;;"3";;;;"O";0.00;;"E";3;1
1266;"1451";"10432";"S";"P";"THOMAS";11/3/2009 00:00:00;3;4.00;5;5.30;"F";"O";"N";;"x";;;;;"3";"O";1.00;;"O";;2
1267;"1584";"10443";"S";"T";"BARTH";12/3/2009 00:00:00;3;4.00;5;6.30;"F";"O Dsv";"N";"3 Foetus";;;"3";;;;"O";0.00;;"E";3;1
1268;"1585";"10034";"S";"T";"BARTH";12/3/2009 00:00:00;3;4.00;5;6.30;"M";;;;;;;;;;"O";1.00;;;;2
1269;"1586";"10188";"S";"T";"BARTH";12/3/2009 00:00:00;3;4.00;5;5.80;"M";;;;;;;;;;"N";;;;;
1270;"1611";"10034";"S";"T";"BARTH";12/3/2009 00:00:00;3;4.00;5;4.70;"F";"O";"N";;"x";;;;;;"O";0.00;;"O";;1
1271;"1436";"10069";"B";"P";"PICART";14/3/2009 00:00:00;3;4.00;5;6.75;"M";;;;;;;;;;"O";0.00;;;;1
1272;"1454";"10181";"S";"P";"JOUOT";14/3/2009 00:00:00;3;4.00;5;6.20;"M";;;;;;;;;;"O";0.00;;;;1
1273;"1435";"10331";"S";"P";"JOUOT";15/3/2009 00:00:00;3;4.00;5;5.55;"M";;;;;;;;;;"O";1.00;;;;2
1274;"1629";"10296";"S";"T";"BERGERAT";17/3/2009 00:00:00;3;4.00;5;5.55;"F";"O Dsv";"N";"3 Foetus";;;"3";;;;"O";2.00;;"E";3;3
1275;"1630";"10418";"S";"T";"BERGERAT";17/3/2009 00:00:00;3;4.00;5;6.85;"F";"O Dsv";"N";"4 Foetus";;;"4";;;;"O";4.00;;"E";4;5
1276;"1631";"10034";"S";"T";"BERGERAT";17/3/2009 00:00:00;3;4.00;5;6.20;"M";;;;;;;;;;"O";0.00;;;;1
1277;"1632";"10055";"S";"T";"BERGERAT";17/3/2009 00:00:00;3;4.00;5;3.85;"M";;;;;;;;;;"N";;;;;
1278;"1637";"10418";"S";"T";"BERGERAT";17/3/2009 00:00:00;3;4.00;5;6.40;"F";"O Dsv";"N";"2 Foetus";;;"2";;;;"O";8.00;;"E";2;9
1279;"1638";"10188";"S";"T";"BERGERAT";17/3/2009 00:00:00;3;4.00;5;6.00;"M";;;;;;;;;;"O";1.00;;;;2
1280;"1639";"10295";"S";"T";"BERGERAT";17/3/2009 00:00:00;3;4.00;5;5.40;"M";;;;;;;;;;"O";3.00;;;;4
1281;"1650";"10034";"S";"T";"BERGERAT";17/3/2009 00:00:00;3;4.00;5;3.95;"F";"N";;;;;;;;;"O";1.00;"BALLE DE PANSE";;;2
1282;"1276";"10158";"S";"T";"KONISKA";19/3/2009 00:00:00;3;4.00;5;6.45;"F";"O Dsv";"N";"4 Foetus";;;"4";;;;"O";3.00;;"E";4;4
1283;"1456";"10181";"S";"P";"JOUOT";21/3/2009 00:00:00;3;4.00;5;6.20;"F";"O Dsv";"N";"4 Foetus";;;"4";;;;"O";4.00;;"E";4;5
1284;"1668";"10069";"B";"P";"PICART";21/3/2009 00:00:00;3;4.00;5;5.00;"F";"Inut";"N";"5 Foetus";;;;;;;"N";;"MEME SAC QUE 1668 BIS NON RETENU";;;
1285;"1668 BIS";"10069";"B";"P";"PICART";21/3/2009 00:00:00;3;4.00;5;4.70;"F";"Inut";"N";;;;;;;;"N";;"MEME SAC 1668 NON RETENU";;;
1286;"1707";"10432";"S";"P";"THOMAS";23/3/2009 00:00:00;3;4.00;5;4.80;"F";"O";"N";;"x";;;;;"4";"O";0.00;;"O";;1
1287;"1619";"10295";"S";"T";"KONISKA";24/3/2009 00:00:00;3;4.00;5;4.70;"F";"N";"N";;;;;;;;"O";3.00;"BALLE DE PANSE";;;4
1288;"1633";"10295";"S";"T";"KONISKA";24/3/2009 00:00:00;3;4.00;5;5.00;"F";"N";"O";;;;;;;;"O";0.00;"BALLE DE PANSE";;;1
1289;"1634";"10443";"S";"T";"KONISKA";24/3/2009 00:00:00;3;4.00;5;5.25;"M";;;;;;;;;;"O";0.00;;;;1
1290;"1636";"10432";"S";"T";"KONISKA";24/3/2009 00:00:00;3;4.00;5;5.20;"F";"O";"N";;;;;;"3";;"O";2.00;;"CP";3;3
1291;"1648";"10418";"S";"T";"KONISKA";24/3/2009 00:00:00;3;4.00;5;5.85;"M";;;;;;;;;;"O";2.00;;;;3
1292;"1649";"10443";"S";"T";"KONISKA";24/3/2009 00:00:00;3;4.00;5;5.15;"F";"O";"N";;;;;;"3";"1";"O";1.00;;"CP";3;2
1293;"1615";"10443";"S";"T";"BARTH";26/3/2009 00:00:00;3;4.00;5;4.55;"F";"O";"N";;"x";;;;;"4";"O";1.00;;"O";;2
1294;"1620";"10055";"S";"T";"BARTH";26/3/2009 00:00:00;3;4.00;5;6.40;"M";;;;;;;;;;"O";0.00;;;;1
1295;"1621";"10246";"S";"T";"BARTH";26/3/2009 00:00:00;3;4.00;5;5.70;"M";;;;;;;;;;"N";;"BALLE DE GUEULE";;;
1296;"1624";"10188";"S";"T";"BARTH";26/3/2009 00:00:00;3;4.00;5;6.45;"M";;;;;;;;;;"O";2.00;;;;3
1297;"1367";"10443";"S";"P";"MARTIN";28/3/2009 00:00:00;3;4.00;5;5.90;"M";;;;;;;;;;"O";2.00;;;;3
1298;"1051";"10437";"S";"T";"PLOUVIEZ";31/3/2009 00:00:00;3;4.00;5;5.85;"M";;;;;;;;;;"O";2.00;"1 CROC";;;3
1299;"1054";"10331";"S";"T";"PLOUVIEZ";31/3/2009 00:00:00;3;4.00;5;6.85;"M";;;;;;;;;;"O";2.00;;;;3
1300;"1612";"10331";"S";"T";"BARTH";1/4/2009 00:00:00;4;4.00;5;5.95;"M";;;;;;;;;;"O";2.00;;;;2
1301;"1278";"10181";"S";"T";"DOSSOT";2/4/2009 00:00:00;4;4.00;5;4.45;"F";"O";"N";;;;;;"4";;"O";1.00;;"CP";4;1
1302;"1285";"10437";"S";"T";"DOSSOT";2/4/2009 00:00:00;4;4.00;5;4.50;"F";"O";"N";;;;;;"5";;"O";5.00;;"CP";5;5
1303;"1715";"10041";"B";"P";"BOITHIER";2/4/2009 00:00:00;4;4.00;5;4.20;"F";"Inut";"N";;;;;;;;"O";4.00;"NON UTILISABLE";;;4
1304;"1613";"10302";"S";"T";"BARTH";6/4/2009 00:00:00;4;4.00;5;6.05;"M";;;;;;;;;;"O";3.00;;;;3
1305;"1614";"10302";"S";"T";"BARTH";6/4/2009 00:00:00;4;4.00;5;5.95;"F";"O";"O";;;;;;"3";;"O";4.00;;"CP";3;4
1306;"1622";"10432";"S";"T";"BARTH";6/4/2009 00:00:00;4;4.00;5;4.95;"F";"O";"O";;;;;;"4";;"O";3.00;;"CP";4;3
1307;"1626";"10331";"S";"T";"BARTH";6/4/2009 00:00:00;4;4.00;5;5.70;"F";"O";"N";;;;;;"3";;"O";3.00;;"CP";3;3
1308;"1708";"10181";"S";"T";"BARTH";6/4/2009 00:00:00;4;4.00;5;4.35;"F";"O";"O";;;;;;"3";;"O";2.00;;"CP";3;2
1309;"1349";"10331";"S";"T";"COURTE";7/4/2009 00:00:00;4;4.00;5;5.75;"M";;;;;;;;;;"O";1.00;"PUTREFIE";;;1
1310;"1437";"10213";"B";"P";"THIERRY";7/4/2009 00:00:00;4;4.00;5;4.60;"M";;;;;;;;;;"O";1.00;;;;1
1311;"1713";"10213";"B";"P";"THIERRY";7/4/2009 00:00:00;4;4.00;5;4.25;"M";;;;;;;;;;"O";1.00;;;;1
1312;"1348";"10034";"B";"T";"COURTE";8/4/2009 00:00:00;4;4.00;5;4.80;"F";"N";"N";;;;;;;;"O";1.00;"PUTREFIE";;;1
1313;"1350";"10034";"B";"T";"COURTE";8/4/2009 00:00:00;4;4.00;5;4.55;"F";"N";"N";;;;;;;;"O";1.00;"PUTREFIE";;;1
1314;"1711";"10213";"B";"P";"THIERRY";8/4/2009 00:00:00;4;4.00;5;5.00;"F";"O";"O";;;;;;"5";;"O";2.00;;"CP";5;2
1315;"1450";"10069";"B";"P";"PICART";9/4/2009 00:00:00;4;4.00;5;4.10;"F";"Inut";"N";;;;;;;;"O";1.00;"NON UTILISABLE";;;1
1316;"1666";"10302";"S";"T";"BARTH";9/4/2009 00:00:00;4;4.00;5;6.85;"F";"N";"O";;;;;;;;"O";1.00;"BALLE DE PANSE";;;1
1317;"854";"10181";"S";"D";"LASSAIGNES";11/4/2009 00:00:00;4;4.00;5;6.70;"M";;;;;;;;;;"O";2.00;;;;2
1318;"855";"10181";"S";"D";"LASSAIGNES";11/4/2009 00:00:00;4;4.00;5;6.00;"F";"O";"O";;;;;;"2";;"O";8.00;;"CP";2;8
1319;"913";"10181";"S";"D";"LASSAIGNES";11/4/2009 00:00:00;4;4.00;5;5.70;"F";"O";;;;;;;"5";"1";"O";3.00;;"CP";5;3
1320;"914";"10437";"S";"D";"LIEVRE";11/4/2009 00:00:00;4;4.00;5;5.30;"F";"O";"O";;;;;;"2";"2";"O";1.00;;"CP";2;1
1321;"915";"10443";"S";"D";"MARTIN";11/4/2009 00:00:00;4;4.00;5;6.10;"F";"O Dsv";"O";"4 Foetus";;;"4";;;;"O";3.00;;"E";4;3
1322;"1718";"10009";"S";"D";;11/4/2009 00:00:00;4;4.00;5;5.90;"M";;;;;;;;;;"O";1.00;;;;1
1323;"1719";"10009";"S";"D";;11/4/2009 00:00:00;4;4.00;5;5.00;"F";"O";"O";;;;;;"4";;"O";1.00;;"CP";4;1
1324;"1720";"10418";"S";"D";"MERCIER";11/4/2009 00:00:00;4;4.00;5;5.55;"F";"Inut";"O";;;;;;;;"O";1.00;"NON UTILISABLE";;;1
1325;"1721";"10432";"B";"D";"CHARLOT";11/4/2009 00:00:00;4;4.00;5;5.90;"F";"N";;;;;;;;;"O";4.00;"BALLE DE PANSE";;;4
1326;"1722";"10432";"S";"D";"CHARLOT";11/4/2009 00:00:00;4;4.00;5;6.10;"M";;;;;;;;;;"O";3.00;;;;3
1327;"1729";"10069";"B";"P";"PICART";11/4/2009 00:00:00;4;4.00;5;4.75;"M";;;;;;;;;;"O";1.00;;;;1
1328;"1316";"10443";"S";"T";"COURTE";14/4/2009 00:00:00;4;4.00;5;4.80;"F";"O";"N";;;;;;"3";;"O";9.00;;"CP";3;9
1329;"1339";"10295";"S";"T";"COURTE";14/4/2009 00:00:00;4;4.00;5;5.10;"M";;;;;;;;;;"O";1.00;;;;1
1330;"1716";"10069";"B";"P";"PICART";16/4/2009 00:00:00;4;4.00;5;6.00;"M";;;;;;;;;;"O";1.00;;;;1
1331;"1717";"10213";"B";"P";"THIERRY";16/4/2009 00:00:00;4;4.00;5;5.00;"M";;;;;;;;;;"O";1.00;;;;1
1332;"1723";"10213";"B";"P";"THIERRY";17/4/2009 00:00:00;4;4.00;5;5.25;"F";"O";"O";;;;;;"4";;"O";1.00;;"CP";4;1
1333;"1070";"10331";"S";"P";"JOUOT";18/4/2009 00:00:00;4;4.00;5;5.30;"F";"N";"N";;;;;;;;"N";;"PUTREFIE";;;
1334;"1727";"10158";"S";"P";"ANDRES";20/4/2009 00:00:00;4;4.00;5;5.10;"F";"O";"O";;;;;;"3";"1";"O";1.00;;"CP";3;1
1335;"1314";"10009";"S";"T";"ROUSSET";21/4/2009 00:00:00;4;4.00;5;4.30;"F";"O";"O";;;;;;"4";;"O";5.00;;"CP";4;5
1336;"1317";"10188";"S";"T";"ROUSSET";21/4/2009 00:00:00;4;4.00;5;5.60;"F";"O";"O";;;;;;"3";;"O";4.00;;"CP";3;4
1337;"1319";"10181";"S";"T";"BERGERAT";21/4/2009 00:00:00;4;4.00;5;6.55;"M";;;;;;;;;;"O";3.00;;;;3
1338;"1728";"10069";"B";"P";"PICART";22/4/2009 00:00:00;4;4.00;5;3.75;"F";"O";"N";;"x";;;;;;"O";2.00;;"O";;2
1339;"1336";"10363";"S";"T";"ROUSSET";24/4/2009 00:00:00;4;4.00;5;6.05;"M";;;;;;;;;;"O";1.00;;;;1
1340;"1730";"10069";"B";"P";"PICART";24/4/2009 00:00:00;4;4.00;5;4.25;"F";"O";"N";;;;;;"3";;"O";1.00;;"CP";3;1
1341;"1731";"10427";"B";"P";"COURTOT";27/4/2009 00:00:00;4;4.00;5;5.70;"F";"O";"O";;;;;;"3";;"O";2.00;;"CP";3;2
1342;"1071";"10246";"S";"P";"COFFINET";28/4/2009 00:00:00;4;4.00;5;5.70;"F";"O";"O";;;;;;"2";;"O";5.00;;"CP";2;5
1343;"1334";"10331";"S";"T";"ROUSSET";28/4/2009 00:00:00;4;4.00;5;7.35;"M";;;;;;;;;;"O";3.00;;;;3
1344;"1335";"10363";"S";"T";"ROUSSET";28/4/2009 00:00:00;4;4.00;5;7.40;"M";;;;;;;;;;"O";2.00;;;;2
1345;"1726";"10158";"S";"P";"PIROIT";28/4/2009 00:00:00;4;4.00;5;6.40;"M";;;;;;;;;;"O";4.00;;;;4
1346;"1732";"10213";"B";"P";"MOTTARD";28/4/2009 00:00:00;4;4.00;5;6.35;"M";;;;;;;;;;"O";5.00;;;;5
1347;"1725";"10246";"S";"P";"COFFINET";1/5/2009 00:00:00;5;4.00;5;6.95;"M";;;;;;;;;;"O";4.00;;;;4
1348;"1068";"10331";"S";"P";"JOUOT";4/5/2009 00:00:00;5;4.00;5;6.90;"M";;;;;;;;;;"O";4.00;;;;4
1349;"1443";"10205";"B";"P";"BATKOWSKI";4/5/2009 00:00:00;5;4.00;5;5.00;"F";"O";"O";;;;;;"5";;"O";1.00;;"CP";5;1
1350;"1724";"10246";"S";"P";"COFFINET";4/5/2009 00:00:00;5;4.00;5;4.95;"F";"O";"N";;;;;;"3";;"O";5.00;;"CP";3;5
1351;"1445";"10331";"S";"P";"JOUOT";7/5/2009 00:00:00;5;4.00;5;4.15;"F";"O";"N";;"x";;;;;;"O";1.00;;"O";;1
1352;"1449";"10331";"S";"P";"JOUOT";11/5/2009 00:00:00;5;4.00;5;5.05;"F";"O";"O";;;;;;"5";;"O";1.00;;"CP";5;1
1353;"1734";"10069";"B";"P";"PICART";12/5/2009 00:00:00;5;4.00;5;4.95;"F";"O";"O";;;;;;"4";"1";"O";1.00;;"CP";4;1
1354;"1447";"10205";"B";"P";"BATKOWSKI";13/5/2009 00:00:00;5;4.00;5;1.60;"M";;;;;;;;;;"O";0.00;"Jeune";;;0
1355;"1448";"10232";"B";"P";"RIVIERE";19/5/2009 00:00:00;5;4.00;5;2.15;"F";"N";"N";;;;;;;;"O";0.00;"Jeune";;;0
1356;"1749";"10069";"B";"P";"PICART";20/5/2009 00:00:00;5;4.00;5;4.80;"F";"O";"O";;"x";;;;;;"O";5.00;;"O";;5
1357;"1750";"10213";"B";"P";"THIERRY";24/5/2009 00:00:00;5;4.00;5;4.60;"F";"N";"O";;;;;;;;"O";2.00;;;;2
1358;"1733";"10213";"B";"P";"THIERRY";27/5/2009 00:00:00;5;4.00;5;6.55;"M";;;;;;;;;;"O";4.00;;;;4
1359;"1446";"10158";"S";"G";"PIROIT";29/5/2009 00:00:00;5;4.00;5;1.70;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1360;"1735";"10158";"S";"G";"PIROIT";1/6/2009 00:00:00;6;4.00;5;5.00;"F";"N";"O";;;;;;;;"O";5.00;;;;5
1361;"1757";"10069";"B";"P";"PICART";1/6/2009 00:00:00;6;4.00;5;6.90;"M";;;;;;;;;;"O";2.00;;;;2
1362;"1758";"10069";"B";"P";"PICART";3/6/2009 00:00:00;6;4.00;5;5.40;"F";"O";"O";;;;;;"6";;"O";3.00;;"CP";6;3
1363;"1759";"10213";"B";"P";"THIERRY";3/6/2009 00:00:00;6;4.00;5;5.60;"M";;;;;;;;;;"O";2.00;;;;2
1364;"1760";"10427";"B";"P";"LELARGE";5/6/2009 00:00:00;6;4.00;5;0.90;"M";;;;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1365;"1762";"10213";"B";"P";"THIERRY";6/6/2009 00:00:00;6;4.00;5;2.00;"F";"N";"N";;;;;;;;"O";0.00;"JEUNE";;;0
1366;"1761";"10427";"B";"P";"LELARGE";8/6/2009 00:00:00;6;4.00;5;2.20;"M";;;;;;;;;;"O";0.00;;;;0
1367;"1763";"10045";"B";"P";"CARRIC";9/6/2009 00:00:00;6;4.00;5;2.80;"M";;;;;;;;;;"O";0.00;"JEUNE";;;0
1368;"1764";"10213";"B";"P";"THIERRY";11/6/2009 00:00:00;6;4.00;5;4.20;"F";"O";"N ";;"x";;;;;;"O";1.00;"1 CROC";"O";;1
1369;"1765";"10045";"B";"P";"CARRIC";11/6/2009 00:00:00;6;4.00;5;2.00;"F";"N";"N";;;;;;;;"O";0.00;"JEUNE";;;0
1370;"1766";"10045";"B";"P";"CARRIC";12/6/2009 00:00:00;6;4.00;5;1.80;"M";;;;;;;;;;"O";0.00;"JEUNE";;;0
1371;"1767";"10427";"B";"P";"LELARGE";12/6/2009 00:00:00;6;4.00;5;1.70;"F";"N";;;;;;;;;"O";0.00;"JEUNE";;;0
1372;"1768";"10045";"B";"P";"CARRIC";15/6/2009 00:00:00;6;4.00;5;7.00;"M";;;;;;;;;;"O";2.00;;;;2
1373;"1769";"10213";"B";"P";"THIERRY";16/6/2009 00:00:00;6;4.00;5;5.60;"F";"O";"N";;;;;;"4";;"O";1.00;;"CP";4;1
1374;"X R";"10205";"B";"P";"BATKOWSKI";23/6/2009 00:00:00;6;4.00;5;;"M";;;;;;;;;;"N";0.00;"Jeune";;;0
1375;"X R";"10213";"B";"P";"THIERRY";24/6/2009 00:00:00;6;4.00;5;;"M";;;;;;;;;;"N";0.00;"Jeune";;;0
1376;"XR";"10438";"B";"P";"BREHAUDAT";27/6/2009 00:00:00;6;4.00;5;;"NI";"N";;;;;;;;;"N";0.00;"Jeune récup";;;0
1377;"XR";"10438";"B";"P";"BREHAUDAT";27/6/2009 00:00:00;6;4.00;5;;"NI";"N";;;;;;;;;"N";0.00;"Jeune récup";;;0
1378;"XR";"10438";"B";"P";"BREHAUDAT";28/6/2009 00:00:00;6;4.00;5;;"NI";"N";;;;;;;;;"N";0.00;"Jeune récup";;;0
1379;"1279";"10181";"S";"T";"BAZIN";2/7/2009 00:00:00;7;4.00;5;4.80;"F";"O";"N";;;;;;"4";;"O";4.00;;"CP";4;4
1380;"1281";"10437";"S";"T";"DOSSOT";2/7/2009 00:00:00;7;4.00;5;5.00;"F";"O";"N";;;;;;"4";"3";"O";4.00;;"CP";4;4
1381;"1325";"10181";"S";"T";"DOSSOT";2/7/2009 00:00:00;7;4.00;5;3.50;"F";"N";"N";;;;;;;;"O";0.00;"DENTS DE LAIT jeune";;;0
1382;"1326";"10418";"S";"T";"BAZIN";2/7/2009 00:00:00;7;4.00;5;5.70;"F";"O";"N";;;;;;"5";;"O";1.00;;"CP";5;1
1383;"1327";"10188";"S";"T";"DOSSOT";2/7/2009 00:00:00;7;4.00;5;5.80;"M";;;;;;;;;;"O";1.00;;;;1
1384;"X R";"10443";"S";"G";"PEPIN";3/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";0.00;"Jeune";;;0
1385;"1736";"10443";"S";"G";"MARTIN";4/7/2009 00:00:00;7;4.00;5;5.20;"M";;;;;;;;;;"O";1.00;;;;1
1386;"X R";"10443";"S";"G";"PEPIN";5/7/2009 00:00:00;7;4.00;5;;"M";;;;;;;;;;"N";0.00;"Jeune";;;0
1387;"X R";"10427";"B";"P";"LELARGE";6/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";0.00;"Jeune";;;0
1388;"1589";"10181";"S";"T";"DOSSOT";7/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";0.00;"Jeune";;;0
1389;"1590";"10181";"S";"T";"DOSSOT";7/7/2009 00:00:00;7;4.00;5;4.90;"F";"O";"N";;;;;;"5";;"O";1.00;;"CP";5;1
1390;"1591";"10181";"S";"T";"DOSSOT";7/7/2009 00:00:00;7;4.00;5;5.40;"M";;;;;;;;;;"O";1.00;;;;1
1391;"X R";"10443";"S";"G";"MARTIN";8/7/2009 00:00:00;7;4.00;5;;"M";;;;;;;;;;"N";0.00;"Jeune";;;0
1392;"X R";"10213";"B";"P";"MOTTARD";8/7/2009 00:00:00;7;4.00;5;;"M";;;;;;;;;;"N";0.00;"Jeune";;;0
1393;"1346";"10331";"S";"T";"BERGERAT";9/7/2009 00:00:00;7;4.00;5;;"M";;;;;;;;;;"N";0.00;"Jeune";;;0
1394;"1351";"10296";"S";"T";"BERGERAT";9/7/2009 00:00:00;7;4.00;5;5.75;"M";;;;;;;;;;"O";2.00;;;;2
1395;"1356";"10083";"S";"T";"BERGERAT";9/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";0.00;"Jeune";;;0
1396;"1357";"10296";"S";"T";"BERGERAT";9/7/2009 00:00:00;7;4.00;5;5.60;"M";;;;;;;;;;"O";4.00;;;;4
1397;"X R";"10443";"S";"G";"MARTIN";10/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";0.00;"Jeune";;;0
1398;"1592";"10158";"S";"T";"DOSSOT";16/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";0.00;"Jeune";;;0
1399;"1593";"10158";"S";"T";"DOSSOT";16/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";0.00;"Jeune";;;0
1400;"1594";"10443";"S";"T";"DOSSOT";16/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";0.00;"Jeune";;;0
1401;"1595";"10443";"S";"T";"DOSSOT";16/7/2009 00:00:00;7;4.00;5;;"M";;;;;;;;;;"N";0.00;"Jeune";;;0
1402;"1596";"10437";"S";"T";"DOSSOT";22/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1403;"1737";"10443";"S";"V";"MARTIN";22/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE - Moisson";;;
1404;"1738";"10443";"S";"V";"MARTIN";22/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE - Moisson";;;
1405;"1739";"10045";"B";"V";"CARRIC";22/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";;"NON FAIT jeune - Moisson";;;
1406;"1740";"10045";"B";"V";"CARRIC";22/7/2009 00:00:00;7;4.00;5;5.30;"F";"N";;;;;;;;;"O";1.00;"TRES MAUVAIS ETAT - Moisson";;;1
1407;"1616";"10363";"S";"T";"BARTH";23/7/2009 00:00:00;7;4.00;5;5.60;"F";"O";;;;;;;"2";;"O";1.00;;"CP";2;1
1408;"1625";"10104";"S";"T";"BARTH";23/7/2009 00:00:00;7;4.00;5;;"NI";"N";;;;;;;;;"N";;"Balle de panse EQUARRISSAGE";;;
1409;"1628";"10188";"S";"T";"BARTH";23/7/2009 00:00:00;7;4.00;5;4.50;"F";"N";;;;;;;;;"O";1.00;"BALLE DE PANSE";;;1
1410;"1642";"10188";"S";"T";"BARTH";23/7/2009 00:00:00;7;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1411;"1741";"10188";"S";"A";"MARECHAL";26/7/2009 00:00:00;7;4.00;5;4.90;"F";"Inut";;;;;;;;;"O";1.00;"NON UTILISABLE";;;1
1412;"1618";"10443";"S";"T";"BARTH";27/7/2009 00:00:00;7;4.00;5;7.10;"M";;;;;;;;;;"O";1.00;;;;1
1413;"1640";"10188";"S";"T";"BARTH";27/7/2009 00:00:00;7;4.00;5;5.60;"F";"O";;;;;;;"3";;"O";1.00;;"CP";3;1
1414;"1641";"10188";"S";"T";"BARTH";27/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1415;"1756";"10443";"S";"G";"PEPIN";27/7/2009 00:00:00;7;4.00;5;4.10;"M";;;;;;;;;;"N";;"Jeune";;;
1416;"1743";"10188";"S";"A";"MARECHAL";28/7/2009 00:00:00;7;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1417;"1338";"10437";"S";"T";"BERGERAT";29/7/2009 00:00:00;7;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1418;"1341";"10295";"S";"T";"BERGERAT";29/7/2009 00:00:00;7;4.00;5;6.30;"M";;;;;;;;;;"O";3.00;;;;3
1419;"1342";"10418";"S";"T";"BERGERAT";29/7/2009 00:00:00;7;4.00;5;5.60;"F";"O";;;;;;;"4";;"O";2.00;;"CP";4;2
1420;"1344";"10034";"B";"T";"BERGERAT";29/7/2009 00:00:00;7;4.00;5;7.60;"M";;;;;;;;;;"O";2.00;;;;2
1421;"1345";"10181";"S";"T";"BERGERAT";29/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1422;"1347";"10295";"S";"T";"BERGERAT";29/7/2009 00:00:00;7;4.00;5;7.20;"M";;;;;;;;;;"O";1.00;;;;1
1423;"1352";"10358";"S";"T";"BERGERAT";29/7/2009 00:00:00;7;4.00;5;6.10;"F";"O";;;;;;;"6";;"O";1.00;;"CP";6;1
1424;"1353";"10296";"S";"T";"BERGERAT";29/7/2009 00:00:00;7;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1425;"1354";"10418";"S";"T";"BERGERAT";29/7/2009 00:00:00;7;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1426;"1742";"10034";"S";"P";"FOUGEROUX";29/7/2009 00:00:00;7;4.00;5;;"M";;;;;;;;;;"O";1.00;"JEUNE EQUARRISSAGE";;;1
1427;"1744";"10158";"S";"V";"PIROIT";30/7/2009 00:00:00;7;4.00;5;4.30;"M";;;;;;;;;;"N";;"MAUVAIS ETAT - Moisson - jeune";;;
1428;"1745";"10034";"S";"P";"FOUGEROUX";5/8/2009 00:00:00;8;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1429;"1746";"10188";"S";"A";"MARECHAL";7/8/2009 00:00:00;8;4.00;5;5.95;"M";;;;;;;;;;"O";2.00;;;;2
1430;"2001";"10427";"B";"P";"COURTOT";12/8/2009 00:00:00;8;4.00;5;4.30;"F";"N";"N";;;;;;;;"O";0.00;;;;0
1431;"1355";"10418";"S";"T";"BERGERAT";13/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1432;"1358";"10418";"S";"T";"BERGERAT";13/8/2009 00:00:00;8;4.00;5;5.75;"M";;;;;;;;;;"O";1.00;;;;1
1433;"1359";"10188";"S";"T";"BERGERAT";13/8/2009 00:00:00;8;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1434;"1597";"10302";"S";"T";"DOSSOT";13/8/2009 00:00:00;8;4.00;5;;"M";;;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
1435;"1598";"10302";"S";"T";"DOSSOT";13/8/2009 00:00:00;8;4.00;5;;"F";"N";;;;;;;;;"N";;"JEUNE EQUARRISSAGE";;;
